,FACILITY_ID,FACILITY_NAME_1,FIPS_1,COUNTY,NAICS_1,REPORTING_YEAR,UNIT_NAME_1,UNIT_TYPE,FUEL_TYPE_1,TIER,Capacity_1 (mmBtu/hr),FUEL_COM,FUEL_UNIT,ENERGY_COM_MMBtu,ENERGY_MMBtu_hr
1280,1004886.0,,13179.0,,322130.0,2018.0,Power Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 3 (Equation C-4  liquid fuel),400.0,0.0,gallons,0,0
1281,1004891.0,,15003.0,,324110.0,2017.0,Catalytic Oxidizer,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 3 (Equation C-5  gaseous fuel),1.98,0.0,.,na,na
1282,1004891.0,,15003.0,,324110.0,2018.0,GP-2 Mix Drum Fuel Gas to Ref,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 3 (Equation C-5  gaseous fuel),151.5,0.0,.,na,na
1283,1004891.0,,15003.0,,324110.0,2015.0,GP-2 Mix Drum Fuel Gas to Ref,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 3 (Equation C-5  gaseous fuel),220.0,0.0,.,na,na
1284,1004895.0,,26147.0,,322121.0,2018.0,GP-01,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),91.0,9.797697149262039,gallons,1.352082206598161,0.0001543472838582376
1285,1004898.0,,13153.0,,311919.0,2018.0,GP-2FuelOilUnits,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),75.0,0.0,gallons,0,0
1286,1004899.0,,17103.0,,327310.0,2018.0,GP-KILNS,OCS (Other combustion source),Coal Coke,Tier 1 (Equation C-1),100.0,0.0,tons,0,0
1287,1004899.0,,17103.0,,327310.0,2018.0,GP-KILNS,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),100.0,0.0,scf,0,0
1288,1004901.0,,13051.0,,322110.0,2012.0,PB04,S (Stoker Boiler),Wood and Wood Residuals,Tier 2 (Equation C-2c  steam generation),915.0,0.0,tons,2718971.215351813,310.3848419351384
1289,1004901.0,,13051.0,,322110.0,2016.0,PB04,S (Stoker Boiler),Wood and Wood Residuals (dry basis),Tier 2 (Equation C-2c  steam generation),915.0,0.0,tons,2835600.213219616,323.6986544771251
1290,1004909.0,,54003.0,,323111.0,2013.0,GP-1 Boilers/Afterburners,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),65.78,200.29573075540938,gallons,27.03992365198027,0.003086749275340214
1291,1004914.0,,27085.0,,322222.0,2010.0,GP-Process,OCS (Other combustion source),Distillate Fuel Oil No. 1,Tier 1 (Equation C-1),34.5,117.8579320843666,gallons,16.38225255972696,0.001870120155219973
1292,1004914.0,,27085.0,,326199.0,2010.0,GP-Process,OCS (Other combustion source),Distillate Fuel Oil No. 1,Tier 1 (Equation C-1),34.5,117.8579320843666,gallons,16.38225255972696,0.001870120155219973
1293,1004949.0,,21209.0,,336111.0,2018.0,GP-DFUEL03,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),99.0,0.0,gallons,0,0
1294,1004949.0,,21209.0,,336111.0,2016.0,GP-DFUEL03,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),150.0,0.0,gallons,0,0
1295,1004957.0,,48167.0,,325110.0,2018.0,954H1-3,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 3 (Equation C-5  gaseous fuel),365.0,255598677.0,scf,263266.63731,30.05326909931507
1296,1004957.0,,48167.0,,325110.0,2018.0,954H1-9,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 3 (Equation C-5  gaseous fuel),539.0,0.0,scf,0,0
1297,1004962.0,,12033.0,,325211.0,2016.0,EU-004,OB (Boiler  other),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),388.0,0.0,.,na,na
1298,1004965.0,,6001.0,,331511.0,2018.0,GP-Combustion and Annealing,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),182.0,262206000.0,scf,273007.139,31.16519851598174
1299,1004965.0,,6001.0,,331511.0,2018.0,GP-Combustion and Annealing,OCS (Other combustion source),Coal Coke,Tier 3 (Equation C-3  solid fuel),182.0,2080.9,tons,51606.32000000001,5.891132420091325
1300,1005003.0,,42003.0,,331110.0,2011.0,GP-003,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),45.0,0.0,scf,0,0
1301,1005003.0,,42003.0,,331111.0,2011.0,GP-003,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),45.0,0.0,scf,0,0
1302,1005020.0,,27013.0,,325193.0,2018.0,GP-Northstar Ethanol  LLC,OCS (Other combustion source),Liquefied petroleum gases (LPG),Tier 1 (Equation C-1),100.0,274.0,gallons,25.208,0.002877625570776256
1303,1005037.0,,25011.0,,322121.0,2013.0,Boiler #7 Union Iron Works,OB (Boiler  other),Used Oil,Tier 1 (Equation C-1),78.0,97.92401096748922,gallons,13.51351351351351,0.001542638528939899
1304,1005037.0,,25011.0,,322121.0,2018.0,Boiler #7 Union Iron Works,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 2 (Equation C-2a),78.0,4394.0,gallons,605.0537999999999,0.06907006849315067
1305,1005037.0,,25011.0,,322121.0,2015.0,Boiler #7 Union Iron Works,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),78.0,72699.0,gallons,11091.759129,1.266182548972603
1306,1005037.0,,25011.0,,322121.0,2018.0,GP - Propane Vaporizers,OCS (Other combustion source),Liquefied petroleum gases (LPG),Tier 1 (Equation C-1),0.051,0.0,gallons,0,0
1307,1005037.0,,25011.0,,322121.0,2016.0,GP - Propane Vaporizers,OCS (Other combustion source),Propane,Tier 1 (Equation C-1),0.051,0.0,gallons,0,0
1308,1005051.0,,55057.0,,325193.0,2016.0,Package Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),60.0,229003229.5,scf,242259.3456916653,27.65517644882023
1309,1005053.0,,31053.0,,311611.0,2013.0,GP-Fremont Boilers,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),50.0,176.3585486867167,gallons,24.3374797187669,0.002778251109448277
1310,1005072.0,,72077.0,,325412.0,2018.0,AML-1 (Boiler 2),OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),10.46,0.0,gallons,0,0
1311,1005072.0,,72077.0,,325412.0,2018.0,AML-1 (Boiler 3),OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),10.29,0.0,gallons,0,0
1312,1005072.0,,72077.0,,325412.0,2018.0,AML-23 (Boiler 1),OB (Boiler  other),Liquefied petroleum gases (LPG),Tier 1 (Equation C-1),4.232,0.0,gallons,0,0
1313,1005072.0,,72077.0,,325412.0,2015.0,AML-23 (Boiler 1),OB (Boiler  other),Propane,Tier 2 (Equation C-2a),4.232,91177.94,gallons,8317.2516868,0.9494579551141552
1314,1005072.0,,72077.0,,325412.0,2015.0,AML-3 (Water Heater 1),OB (Boiler  other),Propane,Tier 2 (Equation C-2a),1.075,2955.8,gallons,269.598518,0.03077608652968037
1315,1005072.0,,72077.0,,325412.0,2015.0,AML-8 (Boiler 1),OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 2 (Equation C-2a),29.24,1079136.75,gallons,151769.79252,17.32531878082192
1316,1005072.0,,72077.0,,325412.0,2015.0,AML-8 (Boiler 4),OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 2 (Equation C-2a),28.58,79091.69,gallons,11076.7911845,1.264473879509133
1317,1005073.0,,26153.0,,322121.0,2017.0,GP-BLRS,OCS (Other combustion source),Bituminous,Tier 1 (Equation C-1),96.0,0.0,tons,0,0
1318,1005073.0,,26153.0,,322121.0,2016.0,Package Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1b  natural gas billing in mmBtu),85.0,0.0,scf,0,0
1319,1005076.0,,17091.0,,311225.0,2017.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),100.0,2401218.0,scf,2488.325384,0.2840554091324201
1320,1005077.0,,29510.0,,325412.0,2018.0,GP-Plant Total Usage (Main Meter/Diesel),OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),96.8,585817000.0,scf,601826.944,68.70170593607305
1321,1005086.0,,45085.0,,313310.0,2012.0,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 1 (Equation C-1),175.0,0.0,gallons,0,0
1322,1005086.0,,45085.0,,313310.0,2012.0,GP-2,OCS (Other combustion source),Liquefied petroleum gases (LPG),Tier 1 (Equation C-1),55.0,0.0,gallons,0,0
1323,1005086.0,,45085.0,,313311.0,2012.0,GP-1,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 1 (Equation C-1),175.0,0.0,gallons,0,0
1324,1005086.0,,45085.0,,313311.0,2012.0,GP-2,OCS (Other combustion source),Liquefied petroleum gases (LPG),Tier 1 (Equation C-1),55.0,0.0,gallons,0,0
1325,1005114.0,,22101.0,,325180.0,2015.0,GP- North Bend,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),40.27,181506699.0,scf,181898.365402966,20.76465358481346
1326,1005114.0,,22101.0,,325182.0,2015.0,GP- North Bend,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),40.27,181506699.0,scf,181898.365402966,20.76465358481346
1327,1005121.0,,39095.0,,327212.0,2017.0,Boiler #1 B004,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),10.3,0.0,gallons,0,0
1328,1005123.0,,23005.0,,322121.0,2018.0,21 BLR,S (Stoker Boiler),Bituminous,TIER 4,1074.0,0.0,.,524545.4545454546,59.87961809879619
1329,1005123.0,,23005.0,,322121.0,2018.0,21 BLR,S (Stoker Boiler),Distillate Fuel Oil No. 2,TIER 4,1074.0,0.0,.,6666.666666666667,0.7610350076103501
1330,1005123.0,,23005.0,,322121.0,2018.0,21 BLR,S (Stoker Boiler),Residual Fuel Oil No. 6,TIER 4,1074.0,0.0,.,30000,3.424657534246575
1331,1005123.0,,23005.0,,322121.0,2018.0,21 BLR,S (Stoker Boiler),Wood and Wood Residuals (dry basis),TIER 4,1074.0,0.0,.,2890277.777777778,329.9403855910705
1332,1005124.0,,37119.0,,311222.0,2016.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),58.14,0.0,gallons,0,0
1333,1005124.0,,37119.0,,311222.0,2016.0,GP-1,OCS (Other combustion source),Vegetable Oil,Tier 1 (Equation C-1),58.14,0.0,gallons,0,0
1334,1005127.0,,48203.0,,325998.0,2014.0,GP-Marshall Plant,OCS (Other combustion source),Lignite,Tier 3 (Equation C-3  solid fuel),100.0,0.0,.,na,na
1335,1005128.0,,40097.0,,325998.0,2018.0,GP-Pryor Plant,OCS (Other combustion source),Bituminous,Tier 3 (Equation C-3  solid fuel),100.0,0.0,.,na,na
1336,1005128.0,,40097.0,,325998.0,2015.0,GP-Pryor Plant,OCS (Other combustion source),Petroleum Coke,Tier 3 (Equation C-3  solid fuel),100.0,0.0,.,na,na
1337,1005144.0,,27137.0,,331110.0,2017.0,GP-01,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),13.6,0.0,scf,0,0
1338,1005144.0,,27137.0,,331111.0,2017.0,GP-01,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),13.6,0.0,scf,0,0
1339,1005197.0,,17031.0,,336510.0,2018.0,GP-R&D Cells,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),35.0,14907.0,scf,15.35421,0.001752763698630137
1340,1005207.0,,48303.0,,311223.0,2012.0,GP-AA1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),75.03,0.0,gallons,0,0
1341,1005207.0,,48303.0,,311224.0,2012.0,GP-AA1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),75.03,0.0,gallons,0,0
1342,1005229.0,,17097.0,,325188.0,2011.0,GP- PQ Corporation - Gurnee,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),57.5,0.0,gallons,0,0
1343,1005278.0,,20173.0,,325193.0,2013.0,ABC-Colwich,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1b  natural gas billing in mmBtu),98.0,0.0,scf,0,0
1344,1005306.0,,19109.0,,325193.0,2015.0,GP-Dryers/TO,OCS (Other combustion source),Other Biomass Gases,Tier 1 (Equation C-1),135.0,0.0,scf,0,0
1345,1005337.0,,26007.0,,321219.0,2014.0,EUBOILER3,S (Stoker Boiler),Used Oil,Tier 1 (Equation C-1),79.0,29.37720329024677,gallons,4.054054054054054,0.0004627915586819697
1346,1005340.0,,47107.0,,325131.0,2016.0,GP-JMH1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),97.0,225.3470344330268,gallons,31.09789075175771,0.003549987528739464
1347,1005340.0,,47107.0,,325131.0,2011.0,GP-JMH1,OCS (Other combustion source),Propane,Tier 3 (Equation C-4  liquid fuel),97.0,0.0,.,na,na
1348,1005340.0,,47107.0,,325180.0,2016.0,GP-JMH1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),97.0,225.3470344330268,gallons,31.09789075175771,0.003549987528739464
1349,1005340.0,,47107.0,,325180.0,2011.0,GP-JMH1,OCS (Other combustion source),Propane,Tier 3 (Equation C-4  liquid fuel),97.0,0.0,.,na,na
1350,1005344.0,,48139.0,,331110.0,2018.0,LSM-ReheatFurnace,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),454.0,745558548.0,scf,757562.0406228,86.47968500260275
1351,1005344.0,,48139.0,,331111.0,2018.0,LSM-ReheatFurnace,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),454.0,745558548.0,scf,757562.0406228,86.47968500260275
1352,1005345.0,,55073.0,,322121.0,2012.0,B10  S10,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),200.0,0.0,gallons,0,0
1353,1005345.0,,55073.0,,322121.0,2014.0,B10  S10,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),200.0,0.0,scf,0,0
1354,1005345.0,,55073.0,,322121.0,2014.0,B11  S11,S (Stoker Boiler),Wood and Wood Residuals (dry basis),Tier 1 (Equation C-1),120.0,0.0,tons,0,0
1355,1005346.0,,45063.0,,331110.0,2018.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),172.0,794046482.0,scf,817323.9660599999,93.30182260958902
1356,1005346.0,,45063.0,,331111.0,2018.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),172.0,794046482.0,scf,817323.9660599999,93.30182260958902
1357,1005354.0,,37167.0,,327992.0,2018.0,GP-Kilns 8-9,OCS (Other combustion source),Bituminous,Tier 2 (Equation C-2a),70.0,10410.0,tons,271701,31.01609589041096
1358,1005374.0,,17155.0,,325193.0,2016.0,GP-Thermal Oxidizers,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),20.0,34668198.95,scf,36372.42935364209,4.152103807493389
1359,1005390.0,,39151.0,,324110.0,2018.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),250.0,1753.787789717905,gallons,242.0227149810709,0.02762816381062453
1360,1005390.0,,39151.0,,324110.0,2013.0,GP-1,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),250.0,0.0,.,na,na
1361,1005417.0,,34041.0,,311330.0,2017.0,GP-MarsChocolate,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),110.0,122.1,gallons,16.8498,0.001923493150684932
1362,1005417.0,,34041.0,,311330.0,2018.0,GP-MarsChocolate,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),132.0,431.09867456752966,gallons,59.4916170903191,0.006791280489762454
1363,1005417.0,,34041.0,,311352.0,2017.0,GP-MarsChocolate,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),110.0,122.1,gallons,16.8498,0.001923493150684932
1364,1005417.0,,34041.0,,311352.0,2018.0,GP-MarsChocolate,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),132.0,431.09867456752966,gallons,59.4916170903191,0.006791280489762454
1365,1005422.0,,54049.0,,322110.0,2018.0,GP- Mill Emissions,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),186.0,712208000.0,scf,753706.8879999999,86.03959908675797
1366,1005422.0,,54049.0,,322110.0,2017.0,GP- Mill Emissions,OCS (Other combustion source),Natural Gasoline,Tier 2 (Equation C-2a),186.0,7907891.55,gallons,690296.9134331568,78.80101751520054
1367,1005424.0,,37119.0,,311919.0,2015.0,GP-Facility Wide Sources,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),56.25,342.9194002241713,gallons,47.32287723093565,0.005402154935038316
1368,1005443.0,,45063.0,,326211.0,2013.0,Boilers,OB (Boiler  other),Distillate Fuel Oil No. 2,Tier 3 (Equation C-4  liquid fuel),339.2,0.0,.,na,na
1369,1005479.0,,18097.0,,311221.0,2016.0,GP- CWS Drover,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),4.5,17802000.0,scf,18392.402,2.099589269406393
1370,1005479.0,,18097.0,,311221.0,2016.0,GP- SFD RSP,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),43.0,299382000.0,scf,309619.137,35.34465034246575
1371,1005479.0,,18097.0,,311221.0,2016.0,GP-BPD,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),77.0,431340000.0,scf,446134.0677020733,50.92854654133257
1372,1005479.0,,18097.0,,311221.0,2016.0,GP-SFD PA,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),36.0,266966000.0,scf,276109.4425010713,31.51934275126385
1373,1005534.0,,29143.0,,331312.0,2016.0,GP-Carbon Bake,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),30.0,40050000.0,scf,40450.5,4.61763698630137
1374,1005534.0,,29143.0,,331312.0,2016.0,GP-Carbon Rodding,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),2.0,2340000.0,scf,2363.4,0.2697945205479452
1375,1005534.0,,29143.0,,331312.0,2016.0,GP-Green Carbon,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),7.0,4360000.0,scf,4403.6,0.5026940639269407
1376,1005534.0,,29143.0,,331312.0,2016.0,GP-Metal Products,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),32.8,10030000.0,scf,10130.3,1.15642694063927
1377,1005534.0,,29143.0,,331312.0,2016.0,GP-Rod Mill,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),26.0,13630000.0,scf,13766.3,1.571495433789954
1378,1005534.0,,29143.0,,331313.0,2016.0,GP-Carbon Bake,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),30.0,40050000.0,scf,40450.5,4.61763698630137
1379,1005534.0,,29143.0,,331313.0,2016.0,GP-Carbon Rodding,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),2.0,2340000.0,scf,2363.4,0.2697945205479452
1380,1005534.0,,29143.0,,331313.0,2016.0,GP-Green Carbon,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),7.0,4360000.0,scf,4403.6,0.5026940639269407
1381,1005534.0,,29143.0,,331313.0,2016.0,GP-Metal Products,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),32.8,10030000.0,scf,10130.3,1.15642694063927
1382,1005534.0,,29143.0,,331313.0,2016.0,GP-Rod Mill,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),26.0,13630000.0,scf,13766.3,1.571495433789954
1383,1005536.0,,42087.0,,331110.0,2018.0,GP-39,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),6.0,344100000.0,scf,36033.31,4.113391552511415
1384,1005536.0,,42087.0,,331110.0,2018.0,GP-40A,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),13.8,208400000.0,scf,21823.67,2.491286529680365
1385,1005536.0,,42087.0,,331110.0,2016.0,Source 37 Clayton Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),19.9,70000.0,scf,73.36000000000001,0.008374429223744295
1386,1005536.0,,42087.0,,331110.0,2018.0,Source 38 Clayton Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),12.0,95560000.0,scf,10028.397,1.144794178082192
1387,1005536.0,,42087.0,,331111.0,2018.0,GP-39,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),6.0,344100000.0,scf,36033.31,4.113391552511415
1388,1005536.0,,42087.0,,331111.0,2018.0,GP-40A,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),13.8,208400000.0,scf,21823.67,2.491286529680365
1389,1005536.0,,42087.0,,331111.0,2016.0,Source 37 Clayton Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),19.9,70000.0,scf,73.36000000000001,0.008374429223744295
1390,1005536.0,,42087.0,,331111.0,2018.0,Source 38 Clayton Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),12.0,95560000.0,scf,10028.397,1.144794178082192
1391,1005537.0,,21111.0,,325180.0,2015.0,U12 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),3.0,30175034.0,scf,9354.26054,1.067837961187214
1392,1005537.0,,21111.0,,325180.0,2011.0,boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),3.0,0.0,scf,0,0
1393,1005537.0,,21111.0,,325188.0,2015.0,U12 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),3.0,30175034.0,scf,9354.26054,1.067837961187214
1394,1005537.0,,21111.0,,325188.0,2011.0,boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),3.0,0.0,scf,0,0
1395,1005537.0,,21111.0,,325199.0,2015.0,U12 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),3.0,30175034.0,scf,9354.26054,1.067837961187214
1396,1005537.0,,21111.0,,325199.0,2011.0,boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),3.0,0.0,scf,0,0
1397,1005573.0,,39061.0,,325120.0,2017.0,Flue gas boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),71.2,129265000.0,scf,133142.95,15.19896689497717
1398,1005577.0,,17091.0,,325414.0,2016.0,GP-CogenNeb,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),96.1,805159200.0,scf,833876.8131863999,95.19141703041095
1399,1005579.0,,51101.0,,322130.0,2016.0,GP-01,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),5.1,0.0,gallons,0,0
1400,1005579.0,,51101.0,,322130.0,2018.0,PB10,S (Stoker Boiler),Distillate Fuel Oil No. 2,TIER 4,659.0,0.0,.,0,0
1401,1005579.0,,51101.0,,322130.0,2018.0,PB10,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),TIER 4,659.0,0.0,.,1280000,146.1187214611872
1402,1005579.0,,51101.0,,322130.0,2018.0,PB10,S (Stoker Boiler),Residual Fuel Oil No. 6,TIER 4,659.0,0.0,.,0,0
1403,1005579.0,,51101.0,,322130.0,2018.0,PB10,S (Stoker Boiler),Wood and Wood Residuals (dry basis),TIER 4,659.0,0.0,.,2915277.777777778,332.7942668696094
1404,1005579.0,,51101.0,,322130.0,2011.0,PB8,OB (Boiler  other),Bituminous,TIER 4,553.0,0.0,.,3454545.454545455,394.3545039435451
1405,1005579.0,,51101.0,,322130.0,2011.0,PB8,OB (Boiler  other),Distillate Fuel Oil No. 2,TIER 4,553.0,0.0,.,0,0
1406,1005579.0,,51101.0,,322130.0,2011.0,PB8,OB (Boiler  other),Residual Fuel Oil No. 6,TIER 4,553.0,0.0,.,333333.3333333333,38.0517503805175
1407,1005580.0,,13313.0,,314110.0,2017.0,GP-CoalBoilers,OCS (Other combustion source),Bituminous,Tier 1 (Equation C-1),29.0,0.0,tons,0,0
1408,1005586.0,,27127.0,,325193.0,2015.0,GP-SV004,OCS (Other combustion source),Other Biomass Gases,Tier 1 (Equation C-1),122.0,173667.0,scf,113.751885,0.012985375
1409,1005590.0,,42083.0,,324110.0,2018.0,GP-002,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),33.4,0.0,.,na,na
1410,1005590.0,,42083.0,,324110.0,2016.0,GP-003,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),99.0,0.0,.,na,na
1411,1005590.0,,42083.0,,324110.0,2018.0,GP-003,OCS (Other combustion source),Fuel Gas,Tier 3 (Equation C-5  gaseous fuel),172.54,0.0,.,na,na
1412,1005614.0,,21019.0,,331111.0,2011.0,No. 3 Boiler,OB (Boiler  other),Coke Oven Gas,Tier 3 (Equation C-5  gaseous fuel),130.0,0.0,.,na,na
1413,1005615.0,,21019.0,,331110.0,2015.0,No. 13 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),244.4,12318000000.0,scf,1207164,137.8041095890411
1414,1005615.0,,21019.0,,331110.0,2015.0,No. 13 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),244.4,192212000.0,scf,202014.812,23.06105159817352
1415,1005615.0,,21019.0,,331110.0,2015.0,No. 13 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),244.4,158228.0,gallons,15082.134732,1.721704878082192
1416,1005615.0,,21019.0,,331110.0,2015.0,No. 7 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),245.0,11349000000.0,scf,1112202,126.963698630137
1417,1005615.0,,21019.0,,331110.0,2015.0,No. 7 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),245.0,198688000.0,scf,208821.088,23.83802374429224
1418,1005615.0,,21019.0,,331110.0,2015.0,No. 7 Boiler,OB (Boiler  other),Residual Fuel Oil No. 6,Tier 2 (Equation C-2a),245.0,212351.0,gallons,20241.084969,2.310626138013699
1419,1005615.0,,21019.0,,331111.0,2015.0,No. 13 Boiler,OB (Boiler  other),Blast Furnace Gas,Tier 2 (Equation C-2a),244.4,12318000000.0,scf,1207164,137.8041095890411
