FacilityID,CombustorID_common,Date,Fuel_Number,Fuel,Fuel_Other,Fuel_Rate,Fuel_Rate_Unit,Fuel_Rate_Unit_Other,SourceTab,In Waste Inventory? Opt 4,Test Burning Waste? Opt 4
MESDWarrenSomerset,No2 Power Boiler,7/29/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,152.92,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,7/29/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,15.4,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,7/29/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,435.48,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,7/29/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,13.32,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,7/29/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,42.91,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,7/29/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,27142,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,7/30/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,82.41,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,7/30/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,12.88,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,7/30/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,453.45,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,7/30/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,13.21,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,7/30/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,38.34,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,7/30/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,27293,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,7/31/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,189.41,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,7/31/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,12.85,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,7/31/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,357.96,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,7/31/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,7.26,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,7/31/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,25.48,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,7/31/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,27432,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/1/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,2.36,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/1/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,0.44,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/1/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,578.3,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/1/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,16.05,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/1/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,42.97,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/1/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,27441,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/10/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,60.01,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/10/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,1.96,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/10/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,577.45,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/10/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,11.42,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/10/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,42.56,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/10/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,23313,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/11/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,81.43,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/11/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,2.97,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/11/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,546.69,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/11/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,12.57,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/11/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,41.32,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/11/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,29179,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/12/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,6.28,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/12/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,0.49,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/12/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,561.5,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/12/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,14.19,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/12/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,43.86,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/12/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,26530,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/13/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,61.46,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/13/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,9.8,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/13/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,565.57,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/13/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,17.97,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/13/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,44.05,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/13/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,28336,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/14/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,61.7,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/14/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,7.3,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/14/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,509.61,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/14/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,14.18,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/14/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,40.36,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/14/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,29761,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/15/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,44.97,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/15/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,5.82,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/15/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,500.74,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/15/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,14.01,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/15/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,40.42,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/15/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,29699,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/16/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,129.7,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/16/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,6.66,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/16/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,392.68,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/16/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,9.87,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/16/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,28.65,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/16/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,23447,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/17/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,93.22,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/17/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,5.16,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/17/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,575.32,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/17/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,13.08,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/17/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,43.53,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/17/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,28175,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/18/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,126.21,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/18/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,3.58,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/18/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,537.53,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/18/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,10.64,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/18/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,39.12,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/18/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,27399,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/19/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,104.19,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/19/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,16.95,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/19/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,336.81,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/19/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,6.75,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/19/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,15.35,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/19/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,13764,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/2/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,1.91,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/2/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,0,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/2/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,549.97,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/2/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,15.63,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/2/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,42.32,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/2/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,27519,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/20/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,5.87,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/20/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,0.8,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/20/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,636.39,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/20/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,13.75,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/20/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,18.7,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/20/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,29373,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/21/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,152.29,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/21/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,8.12,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/21/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,489.2,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/21/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,14.23,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/21/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,39.72,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/21/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,29744,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/22/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,118.2,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/22/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,4.98,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/22/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,430.14,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/22/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,13.11,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/22/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,38.5,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/22/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,29623,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/23/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,49.7,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/23/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,0.72,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/23/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,614.63,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/23/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,13.87,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/23/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,44.2,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/23/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,29442,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/24/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,107.63,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/24/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,2.32,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/24/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,523.13,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/24/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,12.67,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/24/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,41.96,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/24/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,29779,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/25/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,124.48,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/25/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,4.34,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/25/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,570.36,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/25/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,10.39,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/25/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,39.17,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/25/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,19684,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/26/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,163.93,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/26/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,5.15,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/26/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,517.42,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/26/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,14.5,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/26/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,44.04,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/26/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,29527,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/3/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,13.64,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/3/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,1.7,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/3/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,545.89,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/3/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,16.77,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/3/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,42.44,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/3/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,27617,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/4/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,4.97,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/4/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,3.88,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/4/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,507.95,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/4/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,15.88,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/4/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,40.93,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/4/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,27738,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/5/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,55.52,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/5/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,5.35,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/5/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,538.53,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/5/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,13.55,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/5/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,42.65,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/5/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,21433,Other: Please Explain,ACFM,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/6/2009,Fuel 1,No. 6 Residual oil,If other fuel type is selected please specify in this cell,2.17,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/6/2009,Fuel 2,No. 2 Distillate,If other fuel type is selected please specify in this cell,0,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/6/2009,Fuel 3,Biomass,If other fuel type is selected please specify in this cell,607.16,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/6/2009,Fuel 4,Industrial Commercial or Municipal Sludge,If other fuel type is selected please specify in this cell,14.64,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/6/2009,Fuel 5,Tire Derived Fuel (TDF),If other fuel type is selected please specify in this cell,43.92,mmBtu/hr,,Fuel Feed,,
MESDWarrenSomerset,No2 Power Boiler,8/6/2009,Fuel 6,Other gas: please explain,Kraft Pulping - HVLC NCG,28036,Other: Please Explain,ACFM,Fuel Feed,,
