state,fips,county,eis_facility_id,company_name,site_name,naics_code,zip_code,eis_unit_id,unit_type,unit_description,design_capacity,design_capacity_uom,eis_process_id,process_description,calc_data_year,naics_sub,cap_mmbtuhr,fuel_type,data_source
MS,28157,Wilkinson,7839611,AI000953,Fred Netterville Lumber Company,321113,39669,63488013,Boiler,aa-002,25.0,E6BTU/HR,87433114,25mmbtuh woodwaste boiler,,321,25.0,biomass,NEI
MS,28081,Lee,7076611,AI007427,PREGIS LLC,32615,38804,63530713,Boiler,aa-001,12.6,E6BTU/HR,87523914,12.6mmbtuh ng boiler,,326,12.6,natural gas,NEI
NY,36119,Westchester,8444211,BASF CORP,BASF CORP,325130,10566,64133713,Boiler,nan,0.01,E6BTU/HR,88953214,nan,,325,0.01,,NEI
NY,36119,Westchester,8531711,INTERNATIONAL BUSINESS MACHINES CORPORATION,THOMAS J WATSON RESEARCH CENTER,334111,10598,1558713,Boiler,emission unit,75.0,E6BTU/HR,88957114,nan,,334,75.0,,NEI
NY,36001,Albany,8105111,SABIC INNOVATIVE PLASTICS US LLC,SABIC INNOVATIVE PLASTICS US LLC,325211,12158,64136513,Boiler,nan,0.01,E6BTU/HR,88959914,nan,,325,0.01,,NEI
NY,36031,Essex,7991711,INTERNATIONAL PAPER CO,INTERNATIONAL PAPER TICONDEROGA MILL,32211,12883,64147513,Boiler,nan,0.01,E6BTU/HR,88993314,nan,,322,0.01,,NEI
NY,36091,Saratoga,8123911,MPM SILICONES LLC,MOMENTIVE PERFORMANCE MATERIALS,325211,12188,64148313,Boiler,nan,0.01,E6BTU/HR,88995414,nan,,325,0.01,,NEI
NY,36091,Saratoga,8123911,MPM SILICONES LLC,MOMENTIVE PERFORMANCE MATERIALS,325211,12188,64148413,Boiler,nan,171.0,E6BTU/HR,88995814,nan,,325,171.0,,NEI
NY,36091,Saratoga,8123911,MPM SILICONES LLC,MOMENTIVE PERFORMANCE MATERIALS,325211,12188,64149613,Boiler,nan,0.01,E6BTU/HR,89000314,nan,,325,0.01,,NEI
WI,55087,Outagamie,6805711,Na,HILLSHIRE,311612,54961-9600,65005113,Boiler,boiler b05 - 1000 hp johnston boiler,10.0,E6BTU/HR,90124814,natural gas,,311,10.0,natural gas,NEI
WI,55087,Outagamie,6806311,Na,FOREMOST FARMS USA - APPLETON,311511,54914-4968,65006913,Boiler,boiler 3,24.0,E6BTU/HR,90126914,industrial boiler,,311,24.0,,NEI
WI,55087,Outagamie,4786211,Na,Miller Electric Manufacturing LLC,333992,54914-4911,65007613,Boiler,outlining location boilers,12.6,E6BTU/HR,90127814,outlying area boilers,,333,12.6,,NEI
WI,55087,Outagamie,7048311,,NESTLE PIZZA DIVISION,311412,54140-1012,65011713,Boiler,kemco boiler (no. 2) in bakery utility room,4.5,E6BTU/HR,90131914,natural gas,,311,4.5,natural gas,NEI
WI,55087,Outagamie,7048311,,NESTLE PIZZA DIVISION,311412,54140-1012,65011813,Boiler,miura 100 hp boiler,3.95,E6BTU/HR,90132014,boiler,,311,3.95,,NEI
WI,55117,Sheboygan,5656411,,"ALDRICH CHEMICAL COMPANY, LLC (dba MilliporeSigma)",325199,53085-2839,65017613,Boiler,natural gas fired boiler,10.0,E6BTU/HR,90140214,thruput,,325,10.0,natural gas,NEI
WI,55117,Sheboygan,7692611,,NEMSCHOFF CHAIRS INC,337127,53081-4721,65018613,Boiler,wood burning boiler,9.5,E6BTU/HR,90141214,wood boiler,,337,9.5,biomass,NEI
WI,55117,Sheboygan,7692711,Na,MILK SPECIALTIES GLOBAL - ADELL,311514,53001-1805,65018713,Boiler,johnston boiler,24.0,E6BTU/HR,90141314,boiler #1,,311,24.0,,NEI
WI,55117,Sheboygan,7692711,Na,MILK SPECIALTIES GLOBAL - ADELL,311514,53001-1805,65018813,Boiler,1 cleaver brook boiler,24.0,E6BTU/HR,90141414,boiler #2,,311,24.0,,NEI
WI,55117,Sheboygan,7692711,Na,MILK SPECIALTIES GLOBAL - ADELL,311514,53001-1805,65018913,Boiler,2 cleaver brook boiler,8.37,E6BTU/HR,90141514,boiler #3,,311,8.37,,NEI
WI,55117,Sheboygan,7692711,Na,MILK SPECIALTIES GLOBAL - ADELL,311514,53001-1805,65019013,Boiler,msd dryer combustion,10.0,E6BTU/HR,90141614,msd dryer combustion,,311,10.0,,NEI
WI,55117,Sheboygan,7692711,Na,MILK SPECIALTIES GLOBAL - ADELL,311514,53001-1805,65019113,Boiler,combustion equipment for foremost dryer,10.0,E6BTU/HR,90141714,dryer combustion,,311,10.0,,NEI
WI,55117,Sheboygan,12706911,,JOHNSONVILLE LLC,311612,53085-2025,65025613,Boiler,meadowside boiler 1,12.6,E6BTU/HR,90148514,natural gas boiler,,311,12.6,natural gas,NEI
WI,55117,Sheboygan,12706911,,JOHNSONVILLE LLC,311612,53085-2025,65025713,Boiler,meadowside boiler 2,24.5,E6BTU/HR,90148614,natural gas boiler,,311,24.5,natural gas,NEI
WI,55117,Sheboygan,12706911,,JOHNSONVILLE LLC,311612,53085-2025,65025813,Boiler,riverside boiler 1,10.5,E6BTU/HR,90148714,natural gas boiler,,311,10.5,natural gas,NEI
WI,55117,Sheboygan,12706911,,JOHNSONVILLE LLC,311612,53085-2025,65025913,Boiler,riverside boiler 2,4.18,E6BTU/HR,90148814,natural gas boiler,,311,4.18,natural gas,NEI
WI,55117,Sheboygan,7571411,Na,TIMES PRINTING CO INC,323111,53075-1693,65034913,Boiler,fuel for heidelburg m-130 web press (p32),10.0,E6BTU/HR,90159114,natural gas,,323,10.0,natural gas,NEI
WI,55117,Sheboygan,7571411,Na,TIMES PRINTING CO INC,323111,53075-1693,65035013,Boiler,fuel for m130-3 web press (p34),10.0,E6BTU/HR,90159214,natural gas,,323,10.0,natural gas,NEI
WI,55117,Sheboygan,7571411,Na,TIMES PRINTING CO INC,323111,53075-1693,65035113,Boiler,fuel for heidelburg m130-2 printing press (p35),10.0,E6BTU/HR,90159314,natural gas,,323,10.0,natural gas,NEI
WI,55117,Sheboygan,7571411,Na,TIMES PRINTING CO INC,323111,53075-1693,65035213,Boiler,fuel for m1000b2 heatset web press (p37),10.0,E6BTU/HR,90159414,natural gas,,323,10.0,natural gas,NEI
WI,55135,Waupaca,7538611,Na,MARION BODY WORKS INC,336211,54950-9683,65039113,Boiler,natural gas for paint drying,10.0,E6BTU/HR,90163914,natural gas,,336,10.0,natural gas,NEI
WI,55135,Waupaca,7000911,,"Great Lakes Veneer, Inc.",321211,54950-9698,65039813,Boiler,chiptec wood waste - 900 hp boiler (46.4 mmbtu),46.4,E6BTU/HR,90164614,bark-wood waste combustion,,321,46.4,biomass,NEI
WI,55135,Waupaca,7000911,,"Great Lakes Veneer, Inc.",321211,54950-9698,65039913,Boiler,natural gas,10.0,E6BTU/HR,90164714,natural gas for p34,,321,10.0,natural gas,NEI
WI,55139,Winnebago,6793611,Na,HOFFMASTER GROUP INC FOOD SERVICE DIVISION,323111,54901-1221,65052513,Boiler,natural gas for p01,10.0,E6BTU/HR,90180314,dryers for non-skid,,323,10.0,natural gas,NEI
WI,55139,Winnebago,7554311,Na,MENASHA PACKAGING CO LLC - NEENAH PLANT,322211,54956-9701,65057413,Boiler,steam generator,25.0,E6BTU/HR,90185714,combustion of fuels at atmospheric pressure,,322,25.0,,NEI
WI,55139,Winnebago,12737211,,GREAT NORTHERN CORPORATION - OSHKOSH,322211,54901-1262,65059713,Boiler,model f75 fulton steam boiler,2.39,E6BTU/HR,90188014,natural gas,,322,2.39,natural gas,NEI
WI,55139,Winnebago,12707811,,"Advanced Coating, Inc.",332812,54902-7203,65060013,Boiler,boiler 1,5.0,E6BTU/HR,90188514,combustion of fuels at atmospheric pressure,,332,5.0,,NEI
WI,55139,Winnebago,12707911,,ALLIANCE INDUSTRIES INC,332812,54952-2318,65060913,Boiler,powder lines,10.0,E6BTU/HR,90189414,parts dryers serving parts washers,,332,10.0,,NEI
WI,55101,Racine,6840611,Na,MODINE MFG CO,33639,53403-2552,13290113,Boiler,wind tunnel testing,10.0,E6BTU/HR,66412914,stationary running of diesel powered cars ^ trucks,,336,10.0,diesel,NEI
WI,55079,Milwaukee,7112311,Na,BERRY GLOBAL,326112,53223-4027,14806813,Boiler,natural gas fired industrial boiler for heating purposes  ei: industrial,2.0,E6BTU/HR,66107514,natural gas,,326,2.0,natural gas,NEI
WI,55079,Milwaukee,4986511,,MID CITY FOUNDRY CO,331511,53204-1224,28814713,Boiler,"natural gas-fired low pressure steam boiler, heating for industrial space.",5.3,E6BTU/HR,66151114,natural gas,,331,5.3,natural gas,NEI
WI,55079,Milwaukee,4879811,Na,BRADY WORLDWIDE - FLORIST AVE PLT,322291,53209-3722,29300313,Boiler,facility boiler                ei: industrial hot water,34.6,E6BTU/HR,66157714,industrial boiler,,322,34.6,,NEI
WI,55101,Racine,6852211,Na,PACKAGING CORPORATION OF AMERICA - BURLINGTON,322211,53105-2356,13284513,Boiler,heating boiler,11.6,E6BTU/HR,66505314,natural gas combustion,,322,11.6,natural gas,NEI
WI,55101,Racine,6840811,Na,AMERICAN ROLLER COMPANY LLC,326299,53182-1515,13286613,Boiler,miscellaneous natural gas combustion (43 units).  ei: group of 43 various natural fired equipment,15.7,E6BTU/HR,66410414,natural gas misc. heaters,,326,15.7,natural gas,NEI
WI,55097,Portage,6247611,Na,DEL MONTE FOODS PLANT #107,311421,54467-3136,15528113,Boiler,johnston firetube industrial boiler,41.8,E6BTU/HR,66590514,natural gas,,311,41.8,natural gas,NEI
WI,55097,Portage,7048811,,MCCAIN FOODS USA,311411,54494,14664913,Boiler,"the no. 3 boiler was installed in 1982 and has a maximum rating of 70.9 mmbtu-hr (approximately 60,0",70.9,E6BTU/HR,66728914,natural gas,,311,70.9,natural gas,NEI
WI,55079,Milwaukee,4879811,Na,BRADY WORLDWIDE - FLORIST AVE PLT,322291,53209-3722,29300413,Boiler,burnham humidity steam boiler,12.6,E6BTU/HR,66157614,natural gas,,322,12.6,natural gas,NEI
WI,55079,Milwaukee,4788911,Na,REXNORD INDUSTRIES INC,333613,53214-5310,29748813,Boiler,industrial cleaver brooks water tube,39.9,E6BTU/HR,66334814,natural gas,,333,39.9,natural gas,NEI
WI,55079,Milwaukee,4771811,,"Briggs and Stratton, LLC",333611,53222-3106,29796813,Boiler,miscellaneous small boilers (4),7.0,E6BTU/HR,66337814,natural gas combustion,,333,7.0,natural gas,NEI
WI,55079,Milwaukee,6420211,Na,REXNORD INDUSTRIES LLC GEAR GROUP,333613,53208-4222,18073113,Boiler,industrial boiler providing space heating and process steam.  ei: industrial,14.6,E6BTU/HR,66380714,steam generation,,333,14.6,,NEI
WI,55079,Milwaukee,6330211,,MAYNARD STEEL CASTING CO INC,331513,53215-3603,15443113,Boiler,industrial,1.1,E6BTU/HR,66389114,natural gas,,331,1.1,natural gas,NEI
WI,55075,Marinette,4771311,,TYCO FIRE PRODUCTS LP,325991,54143-2542,29805613,Boiler,400 hp gas-propane keeler steam boiler,51.0,E6BTU/HR,66480814,natural gas boiler-keeler,,325,51.0,natural gas,NEI
WI,55073,Marathon,7080211,Na,KRAFTHEINZ FOODS INC,311513,54403-6561,14839713,Boiler,industrial,10.0,E6BTU/HR,66608614,natural gas,,311,10.0,natural gas,NEI
WI,55073,Marathon,7078411,Na,LAND O LAKES INC - CHEESE DIVISION,311513,54479-9395,14850513,Boiler,johnston pkg boiler firetube                                     ei: pkg boiler firetube,30.5,E6BTU/HR,67089614,natural gas,,311,30.5,natural gas,NEI
WI,55027,Dodge,7470211,Na,SENSIENT FLAVORS INC,311999,53039-1252,12390313,Boiler,industrial boiler #2  ei: industrial boiler 2,10.0,E6BTU/HR,67422314,natural gas,,311,10.0,natural gas,NEI
WI,55019,Clark,6872411,,NORTHWEST HARDWOODS INC,321113,54425-9730,13256913,Boiler,superior natural gas boiler,17.5,E6BTU/HR,67516114,superior natural gas boiler,,321,17.5,natural gas,NEI
WI,55019,Clark,6871911,Na,KERRY INC,311511,54460-9736,13259013,Boiler,5.854 mmbtu-hr cleaver-brooks boiler  ei: cleaver -brooks 175 hp,5.8,E6BTU/HR,67519314,natural gas,,311,5.8,natural gas,NEI
WI,55011,Buffalo,7656911,Na,LACROSSE MILLING CO,311230,54622,11422113,Boiler,industrial  boiler - 150 h.p.   ei: industrial,6.4,E6BTU/HR,67742814,#2 oil horizontal,,311,6.4,fuel oil,NEI
WI,55055,Jefferson,6887611,Na,OSI Industries LLC,31199,53538-2758,13244413,Boiler,redi-serve foods operates a natural gas fired hot water heater   ei: hot water heater - ludell dc700,7.0,E6BTU/HR,67074314,natural gas,,311,7.0,natural gas,NEI
WI,55051,Iron,6872911,Na,ACTION FLOOR SYSTEMS LLC,321918,54547,13255313,Boiler,cleaver brooks boiler,16.7,E6BTU/HR,67126414,natural gas,,321,16.7,natural gas,NEI
WI,55045,Green,6750011,Na,RR DONNELLEY (FORMERLY MOORE RESPONSE),32311,53566-2323,13160413,Boiler,"boiler b02, 150 hp kewaunee",0.38,E6BTU/HR,67154014,nan,,323,0.38,,NEI
WI,55035,Eau Claire,5954311,Na,NESTLE NUTRITION EAU CLAIRE,311514,54703-1509,24244113,Boiler,"industrial water tube 500 hp kewanee  (72.3 mmbtu-hr)  ei: boiler 2, watertube",16.7,E6BTU/HR,67315714,natural gas,,311,16.7,natural gas,NEI
WI,55025,Dane,7694011,,BIMBO BAKERIES USA INC,311812,53704-4113,12434513,Boiler,kewanee boiler no. 2,10.0,E6BTU/HR,67435014,natural gas combustion,,311,10.0,natural gas,NEI
WI,55025,Dane,7466311,Na,SPRINGS WINDOW FASHIONS LLC,337920,53562-1096,11329513,Boiler,natural gas fired space heaters: ei: natural gas-fired space heaters,12.6,E6BTU/HR,67471514,natural gas fired space heating,,337,12.6,natural gas,NEI
WI,55025,Dane,7465711,Na,CARNES CO,333414,53593,11331613,Boiler,east boiler (heating back-up)  ei: heating boiler,5.0,E6BTU/HR,67474214,throughput,,333,5.0,,NEI
WI,55025,Dane,7465611,Na,ContiTech USA Inc,326220,53590-2565,11333313,Boiler,superior boiler,14.5,E6BTU/HR,67475014,natural gas,,326,14.5,natural gas,NEI
WI,55021,Columbia,7709711,,DIDION MILLING-CAMBRIA,325193,53923-9109,11339113,Boiler,kewaunee boiler (natural gas fired) 6.3 mmbtu-hr,12.6,E6BTU/HR,67487014,boiler #2 natural gas combustion,,325,12.6,natural gas,NEI
WI,55021,Columbia,7674311,Na,AMERICAN PACKAGING CORP,323111,53925-1051,11385013,Boiler,boilers b02 and b03 produce steam for roto #4 (p04) dryer stations.  ei: packaged industrial steam b,6.3,E6BTU/HR,67495414,natural gas,,323,6.3,natural gas,NEI
WI,55079,Milwaukee,6330911,Na,MALTEUROP NORTH AMERICA,311213,53215-2355,15435613,Boiler,cleaver-brooks boiler used for space heating  ei: industrial south unit,10.0,E6BTU/HR,66340714,natural gas,,311,10.0,natural gas,NEI
WI,55079,Milwaukee,6330311,,Molson Coors USA LLC,312120,53208-3132,15439013,Boiler,boiler no.1 in building no. 6. natural gas-fired boiler. combustion engineering. number 2 fuel oil b,149.0,E6BTU/HR,66384714,natural gas,,312,149.0,fuel oil,NEI
WI,55079,Milwaukee,6419911,Na,STRATTEC SECURITY CORP,33639,53209-2043,18075313,Boiler,b20 represents two identical boilers.  the boilers supply heat for the plant.,48.0,E6BTU/HR,66385714,natural gas,,336,48.0,natural gas,NEI
WI,55073,Marathon,4787911,,Ahlstrom-Munksjo Mosinee LLC,322121,54455-1440,29764613,Boiler,212 mmbtu-hr spreader- stoker boiler (#6)-installed 1975  ei: traveling grate stoker plant #6,212.0,E6BTU/HR,67146114,bituminous coal,,322,212.0,coal,NEI
WI,55073,Marathon,7078411,Na,LAND O LAKES INC - CHEESE DIVISION,311513,54479-9395,14850813,Boiler,johnston pkg firetube boiler   ei: johnston pkg firetube,20.9,E6BTU/HR,67089114,natural gas,,311,20.9,natural gas,NEI
WI,55067,Langlade,7176311,Na,ROBBINS INC,321918,54491-9479,14765013,Boiler,"freeman ironworks - fire tube, hrt type, 150 hp rated, 1354 sq. ft. heating surface, 150 psig, air-w",7.2,E6BTU/HR,66999814,wood not reinjected,,321,7.2,biomass,NEI
WI,55063,La Crosse,6920811,Na,NORTHERN ENGRAVING CORP - WEST SALEM DIV,336370,54669-1158,13217813,Boiler,(10.5 mmbtu per hour natural gas-propane boiler)  ei: clever brooks industrial,10.0,E6BTU/HR,67018914,liquid propane,,336,10.0,natural gas,NEI
WI,55099,Price,6839011,Na,BW Papersystems,333243,54555-1527,13302913,Boiler,1.2 mmbtu-hr natural gas fired air makeup unit   ei: makeup heat unit,1.2,E6BTU/HR,66544514,makeup heat units,,333,1.2,natural gas,NEI
WI,55099,Price,7049511,,FLAMBEAU RIVER PAPERS LLC,322121,54552-1260,14655113,Boiler,number 5 boiler - industrial boiler rated at 176.4 mmbtu per hour,176.0,E6BTU/HR,66583714,natural gas,,322,176.0,natural gas,NEI
WI,55097,Portage,4987411,Stora Enso,STEVENS POINT MILL,322121,54481-3525,28803413,Boiler,boiler no. 4,169.0,E6BTU/HR,66732714,natural gas,,322,169.0,natural gas,NEI
WI,55093,Pierce,6232211,Na,NESTLE PURINA PETCARE COMPANY - HAGER CITY,311111,54014-8147,15537313,Boiler,industrial-commercial boiler,10.2,E6BTU/HR,66087914,natural gas,,311,10.2,natural gas,NEI
WI,55087,Outagamie,6806211,,Appvion Operations Inc,322220,54911-3873,13350813,Boiler,natural gas-fired process boiler with #2 fuel oil or propane as a back up.  ei: cleaver-brooks-indus,91.0,E6BTU/HR,66276414,natural gas,,322,91.0,fuel oil,NEI
WI,55079,Milwaukee,7097011,Na,WISCONSIN PAPERBOARD CORP,322130,53211-4397,14822313,Boiler,cleaver-brooks pkg boiler as backup to b21  ei: cleaver-brooks pkg boiler as backup to b24,81.2,E6BTU/HR,66204714,natural gas,,322,81.2,natural gas,NEI
WI,55079,Milwaukee,6330711,Na,SMITHFIELD PACKAGED MEATS CORP.,311991,53110-1635,15436313,Boiler,industrial  ei: dowtherm boiler,4.0,E6BTU/HR,66375914,natural gas,,311,4.0,natural gas,NEI
WI,55073,Marathon,4788611,,REGAL BELOIT AMERICA INC,335312,54401-2568,29754913,Boiler,air rotation heater,12.6,E6BTU/HR,67137814,natural gas,,335,12.6,natural gas,NEI
WI,55033,Dunn,5581011,Na,"ConAgra Foods Packaged Foods, LLC",311514,54751-1884,26552013,Boiler,cleaver brooks boiler,40.0,E6BTU/HR,67332614,natural gas,,311,40.0,natural gas,NEI
WI,55015,Calumet,7658411,Na,"LAND OLAKES, Inc. - Kiel",311513,53042-4802,11411113,Boiler,boiler #2 is a 25.2 mbtu-hr boiler which fires natural gas or #2 fuel oil.  the boiler was made by s,25.2,E6BTU/HR,67721014,natural gas,,311,25.2,fuel oil,NEI
WI,55015,Calumet,7658011,Na,ARIENS COMPANY INC,333112,54110-1072,11416713,Boiler,plant 1 natural gas use,33.5,E6BTU/HR,67727914,natural gas use (plant 1),,333,33.5,natural gas,NEI
WI,55009,Brown,7501411,Na,RR DONNELLEY & SONS - DEPERE,323111,54115-3804,11181313,Boiler,boiler 2    (5mm btu),10.0,E6BTU/HR,67753114,heating - boiler #2 - b02,,323,10.0,,NEI
WI,55009,Brown,6616911,Na,GREEN BAY DRESSED BEEF,311611,54302-1807,17187313,Boiler,"250 hp cleaver brooks, package boiler",14.6,E6BTU/HR,67765914,250 hp natural gas fired boiler,,311,14.6,natural gas,NEI
WI,55009,Brown,5294311,Na,TUFCO TECHNOLOGIES INC,313230,54304-5626,25992013,Boiler,"radiant natural gas fired heaters, building heat, hot water heaters",4.7,E6BTU/HR,67802614,natural gas,,313,4.7,natural gas,NEI
WI,55009,Brown,4986411,Na,PIONEER METAL FINISHING,332813,54304-5312,28815513,Boiler,4 air make-up units & gas furnace for office  ei: 6 air make-up units ^ gas furnaces for office,10.0,E6BTU/HR,67805314,natural gas,,332,10.0,natural gas,NEI
WI,55001,Adams,6227811,Na,GRANDE CUSTOM INGREDIENTS GROUP,311514,53934-9306,15554713,Boiler,industrial - cleaver-brooks,10.0,E6BTU/HR,67831414,large boiler,,311,10.0,,NEI
WI,55139,Winnebago,6793611,Na,HOFFMASTER GROUP INC FOOD SERVICE DIVISION,323111,54901-1221,13114013,Boiler,space heaters and small boiler in main office bld,1.7,E6BTU/HR,66638614,natural gas,,323,1.7,natural gas,NEI
WI,55139,Winnebago,6780911,,US PAPER MILLS CORP - MENASHA MILL,322130,54952-3073,13127113,Boiler,"babcock  wilcox water-tube package boiler, model no. fm120-97 equipped with low nox burners.   ei: w",202.0,E6BTU/HR,66661114,natural gas,,322,202.0,natural gas,NEI
WI,55139,Winnebago,4067811,Na,INTERTAPE POLYMER CORP,322220,54952-2801,35256413,Boiler,industrial  ei: kewanee steam boiler,10.0,E6BTU/HR,66667114,natural gas combustion,,322,10.0,natural gas,NEI
WI,55139,Winnebago,6793311,Na,Essity Professional Hygiene North America LLC - Menasha,322121,54952-3072,13117213,Boiler,paper machine #4 air cap (combustion emissions only)   ei: 4pm dryer-combustion,36.6,E6BTU/HR,66640814,natural gas,,322,36.6,natural gas,NEI
VA,51640,Galax city,6633411,Vaughan-Bassett Furniture Company,Vaughan-Bassett Furniture Company,337122,24333,17162913,Boiler,combustion engineering wood/coal boiler - 22 mmbtu,22.0,E6BTU/HR,1430414,comb eng no 13778 - wood,,337,22.0,biomass,NEI
VA,51670,Hopewell city,5769011,Honeywell Resins and Chemicals LLC-Hopewell,Honeywell International Inc - Hopewell,325199,23860,20382513,Boiler,fu-6 girdler combustion,92.0,E6BTU/HR,1842214,fu-6 girdler ch4 burning,,325,92.0,,NEI
VA,51163,Rockbridge,4004411,Mohawk Industries Inc - Lees Carpets Division,Mohawk Industries Inc - Lees Carpets Division,314110,24555-2801,32515513,Boiler,point 001 description,120.0,E6BTU/HR,842014,5 bab&wilc-fm2370/ng&#6ol,,314,120.0,,NEI
VA,51069,Frederick,8532311,HP Hood Inc,HP Hood Inc,311511,22602,943513,Boiler,4 37.66 mmbtu/hr boilers,151.0,E6BTU/HR,1073714,nat gas usage - 4 boilers,,311,151.0,,NEI
VA,51143,Pittsylvania,6684311,Intertape Polymer Corp,Intertape Polymer Corp,326113,24540,13198013,Boiler,ng usage,0.01,E6BTU/HR,1628914,ng boiler,,326,0.01,,NEI
VA,51067,Franklin,6745511,Na,Mw Manufacturers Inc,321911,24151,13417113,Boiler,coal/wood boiler,21.2999992,E6BTU/HR,180514,boiler on coal,,321,21.3,biomass,NEI
VA,51670,Hopewell city,5769011,Honeywell Resins and Chemicals LLC-Hopewell,Honeywell International Inc - Hopewell,325199,23860,20382313,Boiler,kellogg startup htr fu-5,0.01,E6BTU/HR,1842414,kellogg start-up heater,,325,0.01,,NEI
VA,51053,Dinwiddie,6742911,Chaparral Virginia Incorporated,Chaparral Virginia Incorporated,33111,23803,58485713,Boiler,preheat /reheat furnaces,276.0,E6BTU/HR,76750114,reheat & preheat furnaces (es3 & es4),,331,276.0,,NEI
VA,51041,Chesterfield,6868311,DuPont Teijin Films,DuPont Teijin Films,325211,23836,13506613,Boiler,boiler #2,51.0,E6BTU/HR,335714,2 cleaver brooks dl-52/ng-1001,,325,51.0,,NEI
SC,45041,Florence,4758811,,WESTROCK CP LLC,322110,29506,32072513,Boiler,cogeneration plant,955.0,E6BTU/HR,11688914,boiler no. 4 #6 oil,,322,955.0,fuel oil,NEI
TN,47037,Davidson,6516911,Na,"Triumph Aerostructures, LLC",336413,37217,18558113,Boiler,boiler #24b,6.0,E6BTU/HR,14677014,boiler #24b,,336,6.0,,NEI
TN,47065,Hamilton,4964811,,Advanced Technical Ceramics Company,334419,37405-3203,30051613,Boiler,nan,6.9,E6BTU/HR,11561514,nan,,334,6.9,,NEI
TN,47037,Davidson,5699011,Na,Innophos Inc.,325998,37209,20526813,Boiler,phosphoric acid mfg (5-7),0.1,E6BTU/HR,14818414,phosphoric acid mfg,,325,0.1,,NEI
TN,47027,Clay,3097011,"HONEST ABE LOG HOMES, INC., ETC.","HONEST ABE LOG HOMES, INC., ETC.",321992,38575,38315013,Boiler,boiler (honest abe),3.0,E6BTU/HR,14968014,process heat,,321,3.0,,NEI
TN,47163,Sullivan,3982611,Na,"DOMTAR PAPER COMPANY, LLC - KINGSPORT MILL",322121,37660,35469113,Boiler,recovery area - new soda recovery boiler,0.01,E6BTU/HR,12252714,new soda recovery furnace,,322,0.01,,NEI
PA,42095,Northampton,6582211,KEYSTONE CEMENT CO,KEYSTONE PORTLAND CEMENT/EAST ALLEN,327310,18014,17384813,Boiler,miscellaneous small boilers,0.01,E6BTU/HR,13615814,external combustion boilers  ;  space heaters  ;  industrial  ;  distillate oil,,327,0.01,fuel oil,NEI
PA,42081,Lycoming,4120211,LONZA INC,LONZA INC/WILLIAMSPORT PLT,325998,17701-7924,34986913,Boiler,dowtherm boiler west,6.0,E6BTU/HR,14168414,external combustion boilers  ;  industrial  ;  natural gas  ;  < 10 million btu/hr,,325,6.0,natural gas,NEI
PA,42071,Lancaster,3864411,DART CONTAINER CORP OF PA,DART CONTAINER CORP/LEOLA,326121,17540-1940,37174213,Boiler,orr & sembower (300hp),12.5,E6BTU/HR,14233914,external combustion boilers  ;  industrial  ;  distillate oil  ;  grades 1 and 2 oil,,326,12.5,fuel oil,NEI
PA,42071,Lancaster,6559911,,ALUMAX MILL PROD INC/MILL PROD,331318,17601-3152,17954813,Boiler,space heaters and other misc natural gas usage,47.1,E6BTU/HR,13474314,external combustion boilers  ;  space heaters  ;  industrial  ;  natural gas,,331,47.1,natural gas,NEI
PA,42069,Lackawanna,3039111,,TECHNICOLOR HOME ENTERTAINMENT SERVICES SOUTHEAST LLC,334614,18448-0999,38349013,Boiler,"warehouse 1, heater 2",2.2,E6BTU/HR,13829614,external combustion boilers  ;  commercial/institutional  ;  natural gas  ;  < 10 million btu/hr,,334,2.2,natural gas,NEI
PA,42041,Cumberland,6463911,LAND O LAKES INC,LAND O LAKES INC/HOLLY MILK DIV,311514,17013-9270,18722913,Boiler,hurst boiler 1,31.5,E6BTU/HR,16867714,external combustion boilers  ;  industrial  ;  natural gas  ;  10-100 million btu/hr,,311,31.5,natural gas,NEI
PA,42039,Crawford,6603611,LORD CORP,LORD CORP/CAMBRIDGE SPRINGS,326299,16403-1014,19024613,Boiler,new boiler,12.2,E6BTU/HR,16927714,external combustion boilers  ;  industrial  ;  natural gas  ;  < 10 million btu/hr,,326,12.2,natural gas,NEI
PA,42037,Columbia,6602511,BIG HEART PET BRANDS INC,BIG HEART PET BRANDS INC/BLOOMSBURG PLT,311111,17815-8613,19030313,Boiler,cleaver brooks boiler 5,50.3,E6BTU/HR,16983514,external combustion boilers  ;  industrial  ;  distillate oil  ;  grades 1 and 2 oil,,311,50.3,fuel oil,NEI
PA,42037,Columbia,7245911,Na,AUTONEUM NORTH AMER INC/BLOOMSBURG PLT,314110,17815-1563,7481313,Boiler,boiler 1 (e keeler),86.6,E6BTU/HR,16984014,external combustion boilers  ;  industrial  ;  anthracite coal  ;  traveling grate (overfeed) stoker,,314,86.6,coal,NEI
PA,42029,Chester,8004211,ARKEMA INC,ARKEMA INC/WEST CHESTER,325211,19382-3797,5057713,Boiler,emergency generator,4.6,E6BTU/HR,17336514,internal combustion engines  ;  commercial/institutional  ;  distillate oil (diesel)  ;  turbine,,325,4.6,fuel oil,NEI
PA,42019,Butler,3922511,INDSPEC CHEM CORP,INDSPEC CHEM CORP/PETROLIA,325194,16050-9717,37721013,Boiler,no. 1 bertram,12.8,E6BTU/HR,13872714,external combustion boilers  ;  industrial  ;  natural gas  ;  10-100 million btu/hr,,325,12.8,natural gas,NEI
