FACILITY_ID,FACILITY_NAME,FIPS,COUNTY,NAICS,REPORTING_YEAR,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,TIER,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,INPUT_HEAT_CAPACITY,INPUT_HEAT_CAPACITY_UNIT,FUEL_COM,FUEL_UNIT,ENERGY_COM_MMBtu,ENERGY_MMBtu_hr,tierID,FacilityID,UnitID,Unit Count,Capacity (mmBtu/hr),Op Hours Per Year,Fuel Category for Unit,Temperature,NAICS_sub,Zip,Num_Empl,FIPS_m,State,mactID
1003655.0,WESTLAKE PETROCHEMICALS LP - ETHYLENE MANUFACTURING COMPLEX (PETRO I/PETRO II),22019.0,CALCASIEU PARISH,325110.0,2015.0,P1 Zurn 1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,148.0,mmBtu/hr,457938549.9,scf,473966.3991,54.10575333,9400.0,,,,,,,,,,,,,
1003655.0,WESTLAKE PETROCHEMICALS LP - ETHYLENE MANUFACTURING COMPLEX (PETRO I/PETRO II),22019.0,CALCASIEU PARISH,325110.0,2015.0,P1 Zurn 2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,211.0,mmBtu/hr,1135668104.0,scf,1175416.488,134.1799643,9402.0,,,,,,,,,,,,,
1003655.0,WESTLAKE PETROCHEMICALS LP - ETHYLENE MANUFACTURING COMPLEX (PETRO I/PETRO II),22019.0,CALCASIEU PARISH,325110.0,2016.0,P1 Zurn 2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,211.0,mmBtu/hr,839928100.0,scf,866684.0096,98.93653078,9404.0,,,,,,,,,,,,,
1003655.0,WESTLAKE PETROCHEMICALS LP - ETHYLENE MANUFACTURING COMPLEX (PETRO I/PETRO II),22019.0,CALCASIEU PARISH,325110.0,2017.0,P1 Zurn 1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,148.0,mmBtu/hr,27674784.72,scf,28449.678689999997,3.2476802160000005,9406.0,,,,,,,,,,,,,
1003655.0,WESTLAKE PETROCHEMICALS LP - ETHYLENE MANUFACTURING COMPLEX (PETRO I/PETRO II),22019.0,CALCASIEU PARISH,325110.0,2017.0,P1 Zurn 2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,211.0,mmBtu/hr,12940279.32,scf,16563.557530000002,1.89081707,9408.0,,,,,,,,,,,,,
1003655.0,WESTLAKE PETROCHEMICALS LP - ETHYLENE MANUFACTURING COMPLEX (PETRO I/PETRO II),22019.0,CALCASIEU PARISH,325110.0,2016.0,P1 Zurn 1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,148.0,mmBtu/hr,763929220.0,scf,788264.1853,89.98449604,9410.0,,,,,,,,,,,,,
1011080.0,Praxair Port Arthur #379,48245.0,JEFFERSON COUNTY,325120.0,2017.0,Auxillary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,336.5,mmBtu/hr,333894018.3,scf,341239.6867,38.95430213,9418.0,,,,,,,,,,,,,
1003772.0,ATLANTIC COFFEE INDUSTRIAL SOLUTIONS  LLC,48201.0,HARRIS COUNTY,311920.0,2018.0,Boiler 6/404,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,206.0,mmBtu/hr,161670738.0,scf,170239.2871,19.43370857,9451.0,,,,,,,,,,,,,
1003048.0,SAPPI FINE PAPER (S.D. WARREN ) MILL,23025.0,SOMERSET,322121.0,2015.0,Hogged Fuel Boiler No.2,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,1300.0,mmBtu/hr,1706257621.0,scf,1753179.706,200.1346696,9473.0,,,,,,,,,,,,,
1003048.0,SAPPI FINE PAPER (S.D. WARREN ) MILL,23025.0,SOMERSET,322121.0,2014.0,Hogged Fuel Boiler No.2,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,1300.0,mmBtu/hr,377885982.7,scf,390167.2771,44.53964351,9475.0,,,,,,,,,,,,,
1003470.0,GRAPHIC PACKAGING INTERNATIONAL,13021.0,BIBB,322130.0,2015.0,GP-Power Boiler,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),198.0,mmBtu/hr,,,147808000.0,scf,151651.008,17.311758899999997,9484.0,,,,,,,,,,,,,
1003470.0,GRAPHIC PACKAGING INTERNATIONAL,13021.0,BIBB,322130.0,2016.0,GP-Power Boiler,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),198.0,mmBtu/hr,,,142923000.0,scf,147417.9284,16.82853063,9486.0,,,,,,,,,,,,,
1002967.0,UCC SEADRIFT OPERATIONS,48057.0,CALHOUN COUNTY,325199.0,2018.0,ES_BLR_COGEN 11 BOILER,SCCT (CT (Turbine  simple cycle combustion)),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,525.0,mmBtu/hr,2416234085.0,scf,2464170.961,281.29805489999995,9490.0,,,,,,,,,,,,,
1004314.0,The Dow Chemical Company -- Louisiana Operations,22047.0,IBERVILLE PARISH,325199.0,2017.0,PBT3_FUR_PB34_DOWTHERM FURNACE F-3510,F (Furnace),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,85.0,mmBtu/hr,41630490.0,scf,41672.12049,4.75709138,9500.0,,,,,,,,,,,,,
1006111.0,ANHEUSER BUSCH INC,39049.0,FRANKLIN COUNTY,312120.0,2014.0,GP- Boilers (all),OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),113.3,mmBtu/hr,,,742074000.0,scf,762852.072,87.08356986,9518.0,,,,,,,,,,,,,
1006111.0,ANHEUSER BUSCH INC,39049.0,FRANKLIN COUNTY,312120.0,2018.0,GP- Boilers (all),OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),113.3,mmBtu/hr,,,603894120.0,scf,642055.3972,73.29399512,9519.0,,,,,,,,,,,,,
1006111.0,ANHEUSER BUSCH INC,39049.0,FRANKLIN COUNTY,312120.0,2017.0,GP- Boilers (all),OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),113.3,mmBtu/hr,,,616243003.0,scf,689608.5812,78.72244078,9520.0,,,,,,,,,,,,,
1006111.0,ANHEUSER BUSCH INC,39049.0,FRANKLIN COUNTY,312120.0,2016.0,GP- Boilers (all),OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),113.3,mmBtu/hr,,,649204000.0,scf,667381.712,76.18512694,9521.0,,,,,,,,,,,,,
1000186.0,Procter & Gamble Company - Ivorydale,39061.0,Hamilton,325611.0,2017.0,PB2,F (Furnace),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,165.0,mmBtu/hr,12252000.0,scf,13170.9,1.5035273969999998,9581.0,,,,,,,,,,,,,
1000186.0,Procter & Gamble Company - Ivorydale,39061.0,Hamilton,325611.0,2014.0,PB2,F (Furnace),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,165.0,mmBtu/hr,10988140.0,scf,10988.14,1.254353881,9582.0,,,,,,,,,,,,,
1000186.0,Procter & Gamble Company - Ivorydale,39061.0,Hamilton,325611.0,2015.0,PB2,F (Furnace),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,165.0,mmBtu/hr,11468631.0,scf,11870.03309,1.3550266080000002,9583.0,,,,,,,,,,,,,
1000186.0,Procter & Gamble Company - Ivorydale,39061.0,Hamilton,325611.0,2015.0,PB1,F (Furnace),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,245.0,mmBtu/hr,25372028.0,scf,26260.04898,2.9977224860000002,9584.0,,,,,,,,,,,,,
1000186.0,Procter & Gamble Company - Ivorydale,39061.0,Hamilton,325611.0,2014.0,PB1,F (Furnace),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,245.0,mmBtu/hr,43994119.0,scf,43994.119000000006,5.022159703,9585.0,,,,,,,,,,,,,
1004511.0,ABC COKE,1073.0,JEFFERSON COUNTY,331111.0,2014.0,GP-Boilers,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),204.0,mmBtu/hr,,,70032000.0,scf,70585.2528,8.05767726,9586.0,,,,,,,,,,,,,
1004511.0,ABC COKE,1073.0,JEFFERSON COUNTY,324199.0,2014.0,GP-Boilers,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),204.0,mmBtu/hr,,,70032000.0,scf,70585.2528,8.05767726,9588.0,,,,,,,,,,,,,
1004511.0,ABC COKE,1073.0,JEFFERSON COUNTY,331111.0,2016.0,GP-Boilers,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),204.0,mmBtu/hr,,,77860000.0,scf,78475.094,8.958344064,9589.0,,,,,,,,,,,,,
1004511.0,ABC COKE,1073.0,JEFFERSON COUNTY,324199.0,2016.0,GP-Boilers,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),204.0,mmBtu/hr,,,77860000.0,scf,78475.094,8.958344064,9591.0,,,,,,,,,,,,,
1007137.0,LCY ELASTOMERS,48201.0,HARRIS,325212.0,2015.0,GP-BOILER,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),79.0,mmBtu/hr,,,448285244.6,scf,459940.661,52.50464166,9602.0,,,,,,,,,,,,,
1007137.0,LCY ELASTOMERS,48201.0,HARRIS,325212.0,2018.0,GP-BOILER,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),79.0,mmBtu/hr,,,573471924.8,scf,576912.7563,65.85762059,9604.0,,,,,,,,,,,,,
1001739.0,THE WESTERN SUGAR COOPERATIVE,56003.0,BIG HORN,311313.0,2017.0,GP-Erie Union CB Dryer,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),150.0,mmBtu/hr,,,508107000.0,scf,521317.782,59.51116233,9616.0,,,,,,,,,,,,,
1001739.0,THE WESTERN SUGAR COOPERATIVE,56003.0,BIG HORN,311313.0,2018.0,GP-Erie Union CB Dryer,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),150.0,mmBtu/hr,,,755000000.0,scf,818420.0,93.42694064,9618.0,,,,,,,,,,,,,
1001707.0,INDSPEC CHEMICAL CORPORATION,42019.0,BUTLER COUNTY,325192.0,2014.0,GP-Boilers Proc Heaters,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),202.0,mmBtu/hr,,,1546235100.0,scf,1607314.479,183.483388,9624.0,,,,,,,,,,,,,
1001707.0,INDSPEC CHEMICAL CORPORATION,42019.0,BUTLER COUNTY,325199.0,2014.0,GP-Boilers Proc Heaters,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),202.0,mmBtu/hr,,,1546235100.0,scf,1607314.479,183.483388,9625.0,,,,,,,,,,,,,
1001783.0,WESTERN SUGAR COOPERATIVE,30111.0,YELLOWSTONE COUNTY,311313.0,2017.0,GP-Erie CB Dryers,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),132.0,mmBtu/hr,,,1624000.0,scf,1666.224,0.19020821899999998,9630.0,,,,,,,,,,,,,
1001783.0,WESTERN SUGAR COOPERATIVE,30111.0,YELLOWSTONE COUNTY,311313.0,2018.0,GP-Erie CB Dryers,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),132.0,mmBtu/hr,,,236062000.0,scf,249045.41,28.42984132,9631.0,,,,,,,,,,,,,
1000311.0,Resolute Forest Products Calhoun Operation,47107.0,Mcminn,322122.0,2018.0,Power Boiler No. 1,PCWD (Pulverized coal  wall-fired  dry bottom),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,214.0,mmBtu/hr,0.0,scf,0.0,0.0,9633.0,,,,,,,,,,,,,
1000311.0,Resolute Forest Products Calhoun Operation,47107.0,Mcminn,322122.0,2017.0,Power Boiler No. 1,PCWD (Pulverized coal  wall-fired  dry bottom),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,214.0,mmBtu/hr,0.0,scf,0.0,0.0,9634.0,,,,,,,,,,,,,
1000311.0,Resolute Forest Products Calhoun Operation,47107.0,Mcminn,322122.0,2014.0,Power Boiler No. 1,PCWD (Pulverized coal  wall-fired  dry bottom),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,214.0,mmBtu/hr,3127000.0,scf,3283.35,0.374811644,9635.0,,,,,,,,,,,,,
1000311.0,Resolute Forest Products Calhoun Operation,47107.0,Mcminn,322122.0,2016.0,Power Boiler No. 1,PCWD (Pulverized coal  wall-fired  dry bottom),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,214.0,mmBtu/hr,0.0,scf,0.0,0.0,9636.0,,,,,,,,,,,,,
1000311.0,Resolute Forest Products Calhoun Operation,47107.0,Mcminn,322122.0,2015.0,Power Boiler No. 1,PCWD (Pulverized coal  wall-fired  dry bottom),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,214.0,mmBtu/hr,0.0,scf,0.0,0.0,9637.0,,,,,,,,,,,,,
1004530.0,MGPI of Indiana  LLC,18029.0,DEARBORN,312140.0,2015.0,Boiler #6,PCWD (Pulverized coal  wall-fired  dry bottom),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,244.0,mmBtu/hr,1536763000.0,scf,1576718.8380000002,179.9907349,9640.0,,,,,,,,,,,,,
1001712.0,OXY VINYLS LP - Deer Park PVC,48201.0,HARRIS COUNTY,325211.0,2016.0,GP-BOILERS DRYERS VAPORIZER  CAT OXID,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),95.0,mmBtu/hr,,,747639.0,scf,772.311087,0.08816336599999999,9666.0,,,,,,,,,,,,,
1001712.0,OXY VINYLS LP - Deer Park PVC,48201.0,HARRIS COUNTY,325211.0,2015.0,GP-BOILERS DRYERS VAPORIZER  CAT OXID,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),95.0,mmBtu/hr,,,750426.0,scf,781.3615614,0.089196525,9667.0,,,,,,,,,,,,,
1003304.0,PPG INDUSTRIES  INC.,39129.0,PICKAWAY COUNTY,325211.0,2014.0,GP-PPGCIRC,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),68.8,mmBtu/hr,,,383138.0,scf,405712.49100000004,46.3142113,9686.0,,,,,,,,,,,,,
1003382.0,SABINE RIVER OPERATIONS,48361.0,ORANGE COUNTY,325199.0,2016.0,OLD DUPONT COGEN,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,1030.0,mmBtu/hr,2185821483.0,scf,2248080.236,256.63016400000004,9718.0,,,,,,,,,,,,,
1003689.0,Alon Bakersfield Refining,6029.0,KERN,324110.0,2014.0,GP-Fuel Gas Area 1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),92.0,mmBtu/hr,,,49320462.0,scf,48876.57784,5.579518018,9759.0,,,,,,,,,,,,,
1001708.0,OCCIDENTAL CHEMICAL CORPORATION - Ludington facility,26105.0,MASON COUNTY,325188.0,2014.0,GP-CaCl2,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),160.0,mmBtu/hr,,,994299440.0,scf,1041031.5140000001,118.83921389999999,9803.0,,,,,,,,,,,,,
1001708.0,OCCIDENTAL CHEMICAL CORPORATION - Ludington facility,26105.0,MASON COUNTY,325180.0,2014.0,GP-CaCl2,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),160.0,mmBtu/hr,,,994299440.0,scf,1041031.5140000001,118.83921389999999,9804.0,,,,,,,,,,,,,
1001708.0,OCCIDENTAL CHEMICAL CORPORATION - Ludington facility,26105.0,MASON COUNTY,325188.0,2016.0,GP-CaCl2,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),160.0,mmBtu/hr,,,431754400.0,scf,459818.436,52.49068904,9805.0,,,,,,,,,,,,,
1001708.0,OCCIDENTAL CHEMICAL CORPORATION - Ludington facility,26105.0,MASON COUNTY,325180.0,2016.0,GP-CaCl2,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),160.0,mmBtu/hr,,,431754400.0,scf,459818.436,52.49068904,9806.0,,,,,,,,,,,,,
1001708.0,OCCIDENTAL CHEMICAL CORPORATION - Ludington facility,26105.0,MASON COUNTY,325188.0,2018.0,GP-CaCl2,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),160.0,mmBtu/hr,,,684407468.0,scf,726156.3235,82.89455748,9807.0,,,,,,,,,,,,,
1001708.0,OCCIDENTAL CHEMICAL CORPORATION - Ludington facility,26105.0,MASON COUNTY,325180.0,2018.0,GP-CaCl2,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),160.0,mmBtu/hr,,,684407468.0,scf,726156.3235,82.89455748,9808.0,,,,,,,,,,,,,
1001708.0,OCCIDENTAL CHEMICAL CORPORATION - Ludington facility,26105.0,MASON COUNTY,325188.0,2015.0,GP-CaCl2,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),160.0,mmBtu/hr,,,793024300.0,scf,827124.3449,94.42058732,9809.0,,,,,,,,,,,,,
1001708.0,OCCIDENTAL CHEMICAL CORPORATION - Ludington facility,26105.0,MASON COUNTY,325180.0,2015.0,GP-CaCl2,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),160.0,mmBtu/hr,,,793024300.0,scf,827124.3449,94.42058732,9810.0,,,,,,,,,,,,,
1001708.0,OCCIDENTAL CHEMICAL CORPORATION - Ludington facility,26105.0,MASON COUNTY,325188.0,2017.0,GP-CaCl2,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),160.0,mmBtu/hr,,,563769900.0,scf,585193.1562,66.80287171,9811.0,,,,,,,,,,,,,
1001708.0,OCCIDENTAL CHEMICAL CORPORATION - Ludington facility,26105.0,MASON COUNTY,325180.0,2017.0,GP-CaCl2,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),160.0,mmBtu/hr,,,563769900.0,scf,585193.1562,66.80287171,9812.0,,,,,,,,,,,,,
1000186.0,Procter & Gamble Company - Ivorydale,39061.0,Hamilton,325611.0,2014.0,GP-GPDF,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),1.2,mmBtu/hr,,,1643600.0,scf,1663.3232,0.189877078,9875.0,,,,,,,,,,,,,
1000186.0,Procter & Gamble Company - Ivorydale,39061.0,Hamilton,325611.0,2015.0,GP-GPDF,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),1.2,mmBtu/hr,,,1655000.0,scf,1706.305,0.19478367600000002,9876.0,,,,,,,,,,,,,
1003235.0,ARMSTRONG WORLD INDUSTRIES  INC.,41009.0,COLUMBIA COUNTY,339999.0,2014.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),73.0,mmBtu/hr,,,375704.0,scf,391274.6766,44.66605897,9892.0,,,,,,,,,,,,,
1003235.0,ARMSTRONG WORLD INDUSTRIES  INC.,41009.0,COLUMBIA COUNTY,339999.0,2015.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),73.0,mmBtu/hr,,,330654.0,scf,347459.4896,39.66432529,9893.0,,,,,,,,,,,,,
1001995.0,SAPPI CLOQUET LLC,27017.0,CARLTON,322121.0,2014.0,Other,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,40.0,mmBtu/hr,289183550.0,scf,294388.8539,33.60603355,9899.0,,,,,,,,,,,,,
1004714.0,LUCITE BEAUMONT SITE,48245.0,JEFFERSON,325211.0,2017.0,GP-HCN Combustion,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),206.0,mmBtu/hr,,,254846005.0,scf,295819.9673,33.76940266,9909.0,,,,,,,,,,,,,
1004714.0,LUCITE BEAUMONT SITE,48245.0,JEFFERSON,325211.0,2018.0,GP-HCN Combustion,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),206.0,mmBtu/hr,,,303680555.5,scf,351760.2632,40.15528119,9911.0,,,,,,,,,,,,,
1000855.0,Cargill Meat Solutions Corporation,31037.0,COLFAX,311611.0,2015.0,HVAC Units,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,12.66,mmBtu/hr,152570000.0,scf,16202.934,1.84965,9950.0,,,,,,,,,,,,,
1000855.0,Cargill Meat Solutions Corporation,31037.0,COLFAX,311611.0,2014.0,HVAC Units,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,12.66,mmBtu/hr,137523000.0,scf,13958.5845,1.593445719,9951.0,,,,,,,,,,,,,
1006625.0,CARGILL INC SALT DIV,39153.0,SUMMIT COUNTY,311942.0,2015.0,GP-002,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),181.0,mmBtu/hr,,,791168000.0,scf,841011.584,96.00588858,9959.0,,,,,,,,,,,,,
1006625.0,CARGILL INC SALT DIV,39153.0,SUMMIT COUNTY,311942.0,2014.0,GP-002,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),75.0,mmBtu/hr,,,57729.0,scf,59229.954000000005,6.761410274,9960.0,,,,,,,,,,,,,
1004632.0,Kohler Co.,55117.0,SHEBOYGAN COUNTY,331511.0,2016.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),144.0,mmBtu/hr,,,1031259200.0,scf,1087978.456,124.1984539,9961.0,,,,,,,,,,,,,
1004632.0,Kohler Co.,55117.0,SHEBOYGAN COUNTY,331511.0,2014.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),144.0,mmBtu/hr,,,1128209080.0,scf,1174465.652,134.0714215,9962.0,,,,,,,,,,,,,
1002216.0,CMC Steel Florida,12031.0,DUVAL,331110.0,2015.0,GP-Jacksonville Mill,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),222.0,mmBtu/hr,,,872918000.0,scf,912548.4772,104.1722006,10001.0,,,,,,,,,,,,,
1002216.0,CMC Steel Florida,12031.0,DUVAL COUNTY,331111.0,2015.0,GP-Jacksonville Mill,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),222.0,mmBtu/hr,,,872918000.0,scf,912548.4772,104.1722006,10002.0,,,,,,,,,,,,,
1005344.0,CHAPARRAL STEEL MIDLOTHIAN PLANT,48139.0,ELLIS COUNTY,331111.0,2018.0,LSM-ReheatFurnace,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,454.0,mmBtu/hr,745558548.0,scf,757562.0406,86.479685,10017.0,,,,,,,,,,,,,
1005344.0,CHAPARRAL STEEL MIDLOTHIAN PLANT,48139.0,ELLIS COUNTY,331110.0,2018.0,LSM-ReheatFurnace,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,454.0,mmBtu/hr,745558548.0,scf,757562.0406,86.479685,10018.0,,,,,,,,,,,,,
1003176.0,ANHEUSER BUSCH LLC,51095.0,JAMES CITY COUNTY,312120.0,2016.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),100.0,mmBtu/hr,,,752655900.0,scf,788783.3832,90.04376521,10035.0,,,,,,,,,,,,,
1003176.0,ANHEUSER BUSCH LLC,51095.0,JAMES CITY COUNTY,312120.0,2014.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),100.0,mmBtu/hr,,,827226400.0,scf,866106.0408,98.8705526,10037.0,,,,,,,,,,,,,
1003176.0,ANHEUSER BUSCH LLC,51095.0,JAMES CITY COUNTY,312120.0,2017.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),100.0,mmBtu/hr,,,682789300.0,scf,714880.3971,81.60735127,10039.0,,,,,,,,,,,,,
1003176.0,ANHEUSER BUSCH LLC,51095.0,JAMES CITY COUNTY,312120.0,2015.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),100.0,mmBtu/hr,,,789263200.0,scf,825569.3072,94.2430716,10041.0,,,,,,,,,,,,,
1009805.0,Micron Technology  Inc.,51683.0,MANASSAS CITY,334413.0,2017.0,GP-Building 130,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),14.6,mmBtu/hr,,,26265400.0,scf,28103.978,3.208216667,10098.0,,,,,,,,,,,,,
1009805.0,Micron Technology  Inc.,51683.0,MANASSAS CITY,334413.0,2014.0,GP-Building 130,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),14.6,mmBtu/hr,,,54074000.0,scf,57967.328,6.617274886000001,10099.0,,,,,,,,,,,,,
1009805.0,Micron Technology  Inc.,51683.0,MANASSAS CITY,334413.0,2018.0,GP-Building 130,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),14.6,mmBtu/hr,,,49851991.03,scf,53441.33438,6.100608948,10100.0,,,,,,,,,,,,,
1002263.0,ANGUS CHEMICAL CO,22073.0,OUACHITA,325199.0,2016.0,AB-140,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,12.6,mmBtu/hr,48747791.0,scf,51185.18055,5.84305714,10101.0,,,,,,,,,,,,,
1002263.0,ANGUS CHEMICAL CO,22073.0,OUACHITA,325199.0,2017.0,AB-140,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,12.6,mmBtu/hr,48766919.0,scf,50693.69997,5.786952051,10103.0,,,,,,,,,,,,,
1002263.0,ANGUS CHEMICAL CO,22073.0,OUACHITA,325199.0,2018.0,AB-140,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,12.6,mmBtu/hr,51031162.0,scf,51637.4122,5.894681759,10105.0,,,,,,,,,,,,,
1003781.0,Orange Carbon Black Plant,48361.0,ORANGE COUNTY,325182.0,2014.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),100.0,mmBtu/hr,,,307005865.0,scf,324505.1993,37.04397252,10135.0,,,,,,,,,,,,,
1003781.0,Orange Carbon Black Plant,48361.0,ORANGE COUNTY,325180.0,2014.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),100.0,mmBtu/hr,,,307005865.0,scf,324505.1993,37.04397252,10136.0,,,,,,,,,,,,,
