FACILITY_ID,FACILITY_NAME,COUNTY_FIPS,COUNTY,NAICS,REPORTING_YEAR,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,TIER,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,INPUT_HEAT_CAPACITY,INPUT_HEAT_CAPACITY_UNIT,FUEL_COM,FUEL_UNIT,ENERGY_COM_MMBtu,ENERGY_MMBtu_hr
1002893,BOISE PAPER,53071,WALLA WALLA COUNTY,322121,2018,Hog Fuel Boiler,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,307,mmBtu/hr,363658389,scf,385596.0045,44.01780873
1002893,BOISE PAPER,53071,WALLA WALLA,322121,2018,Hog Fuel Boiler,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,307,mmBtu/hr,363658389,scf,385596.0045,44.01780873
1005566,Applied Energy LLC Naval Station,6073,SAN DIEGO,928110,2018,Auxiliary Boiler No. 2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,103,mmBtu/hr,397897,scf,416.200262,0.047511445
1005566,Applied Energy LLC Naval Station,6073,SAN DIEGO,221112,2018,Auxiliary Boiler No. 2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,103,mmBtu/hr,397897,scf,416.200262,0.047511445
1005566,Applied Energy LLC Naval Station,6073,SAN DIEGO,221330,2018,Auxiliary Boiler No. 2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,103,mmBtu/hr,397897,scf,416.200262,0.047511445
1002966,Rapids Energy Center,27061,ITASCA,221330,2015,Boiler 8,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,280.3,mmBtu/hr,53968332.49,scf,55431,6.327739726
1002966,Rapids Energy Center,27061,ITASCA,221330,2015,Boiler 7,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,280.3,mmBtu/hr,174719731.2,scf,180024.3094,20.55072025
1000693,Riverside (1927),27053,Hennepin,221112,2015,EU017,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,78.2,mmBtu/hr,15298000,scf,16194.864,1.848728767
1000693,Riverside (1927),27053,Hennepin,221112,2016,EU017,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,78.2,mmBtu/hr,21283000,scf,22463.093,2.564280023
1000979,Blount Street,55025,Dane,221112,2018,B12,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,10.25,mmBtu/hr,27966000,scf,29316.61374,3.346645404
1000979,Blount Street,55025,Dane,221112,2016,B12,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,10.25,mmBtu/hr,26293000,scf,27691.6365,3.16114572
1000979,Blount Street,55025,Dane,221112,2017,B12,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,10.25,mmBtu/hr,26516000,scf,27876.61627,3.182262131
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2016,Boiler 12,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1814360000,scf,1896487.652,216.4940242
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2016,Boiler 12,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1814360000,scf,1896487.652,216.4940242
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2016,Boiler 12,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1814360000,scf,1896487.652,216.4940242
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2016,Boiler 11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1838500000,scf,1923454.03,219.5723779
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2016,Boiler 11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1838500000,scf,1923454.03,219.5723779
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2016,Boiler 11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1838500000,scf,1923454.03,219.5723779
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2016,Boiler 13,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1762378000,scf,1839208.048,209.9552566
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2016,Boiler 13,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1762378000,scf,1839208.048,209.9552566
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2016,Boiler 13,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1762378000,scf,1839208.048,209.9552566
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2015,Boiler 11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1606932012,scf,1622092.224,185.1703452
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2015,Boiler 11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1606932012,scf,1622092.224,185.1703452
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2015,Boiler 11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1606932012,scf,1622092.224,185.1703452
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2018,Boiler 13,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1674390000,scf,1843581.754,210.4545381
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2018,Boiler 13,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1674390000,scf,1843581.754,210.4545381
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2018,Boiler 13,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1674390000,scf,1843581.754,210.4545381
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2018,Boiler 10,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1631140000,scf,1787508.726,204.0535075
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2018,Boiler 10,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1631140000,scf,1787508.726,204.0535075
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2018,Boiler 10,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1631140000,scf,1787508.726,204.0535075
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2016,Boiler 10,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1868530000,scf,1950580.143,222.6689661
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2016,Boiler 10,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1868530000,scf,1950580.143,222.6689661
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2016,Boiler 10,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1868530000,scf,1950580.143,222.6689661
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2017,Boiler 11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1527181000,scf,1624954.887,185.4971332
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2017,Boiler 11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1527181000,scf,1624954.887,185.4971332
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2017,Boiler 11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1527181000,scf,1624954.887,185.4971332
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2017,Boiler 13,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1546575000,scf,1653035.671,188.7027021
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2017,Boiler 13,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1546575000,scf,1653035.671,188.7027021
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2017,Boiler 13,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1546575000,scf,1653035.671,188.7027021
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2015,Boiler 14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1509123194,scf,1524665.716,174.0485977
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2015,Boiler 14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1509123194,scf,1524665.716,174.0485977
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2015,Boiler 14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1509123194,scf,1524665.716,174.0485977
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2016,Boiler 14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1473921000,scf,1539442.801,175.7354796
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2016,Boiler 14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1473921000,scf,1539442.801,175.7354796
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2016,Boiler 14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1473921000,scf,1539442.801,175.7354796
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2015,Boiler 13,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1480168059,scf,1494662.214,170.6235404
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2015,Boiler 13,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1480168059,scf,1494662.214,170.6235404
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2015,Boiler 13,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1480168059,scf,1494662.214,170.6235404
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2018,Boiler 11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1425100000,scf,1566771.264,178.8551671
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2018,Boiler 11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1425100000,scf,1566771.264,178.8551671
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2018,Boiler 11,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1425100000,scf,1566771.264,178.8551671
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2015,Boiler 9,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,196,mmBtu/hr,64799578,scf,67873.99721,7.748173198
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2015,Boiler 9,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,196,mmBtu/hr,64799578,scf,67873.99721,7.748173198
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2015,Boiler 9,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,196,mmBtu/hr,64799578,scf,67873.99721,7.748173198
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2015,Boiler 8,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,254,mmBtu/hr,110585000,scf,115862.0404,13.22626032
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2015,Boiler 8,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,254,mmBtu/hr,110585000,scf,115862.0404,13.22626032
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2015,Boiler 8,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,254,mmBtu/hr,110585000,scf,115862.0404,13.22626032
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2015,Boiler 10,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1557653295,scf,1573596.249,179.634275
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2015,Boiler 10,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1557653295,scf,1573596.249,179.634275
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2015,Boiler 10,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1557653295,scf,1573596.249,179.634275
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2017,Boiler 14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1624021000,scf,1730002.633,197.4888851
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2017,Boiler 14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1624021000,scf,1730002.633,197.4888851
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2017,Boiler 14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1624021000,scf,1730002.633,197.4888851
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2015,Boiler 12,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1556610176,scf,1571705.118,179.4183925
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2015,Boiler 12,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1556610176,scf,1571705.118,179.4183925
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2015,Boiler 12,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1556610176,scf,1571705.118,179.4183925
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2017,Boiler 10,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1711840000,scf,1819628.697,207.7201709
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2017,Boiler 10,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1711840000,scf,1819628.697,207.7201709
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2017,Boiler 10,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1711840000,scf,1819628.697,207.7201709
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2017,Boiler 12,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1732760000,scf,1844589.438,210.5695705
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2017,Boiler 12,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1732760000,scf,1844589.438,210.5695705
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2017,Boiler 12,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1732760000,scf,1844589.438,210.5695705
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2018,Boiler 12,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1899900000,scf,2085923.489,238.1191197
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2018,Boiler 12,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1899900000,scf,2085923.489,238.1191197
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2018,Boiler 12,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1899900000,scf,2085923.489,238.1191197
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325220,2018,Boiler 14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1563280000,scf,1719562.536,196.2970932
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES,325221,2018,Boiler 14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1563280000,scf,1719562.536,196.2970932
1003300,Celanese Acetate LLC - Manufacturing Processes,51071,GILES COUNTY,325221,2018,Boiler 14,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,400,mmBtu/hr,1563280000,scf,1719562.536,196.2970932
1007176,Hood Container Corporation,47085,HUMPHREYS,322130,2017,5000F,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,527,mmBtu/hr,202711098,scf,215058.8733,24.55009969
1007176,Hood Container Corporation,47085,HUMPHREYS COUNTY,322130,2017,5000F,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,527,mmBtu/hr,202711098,scf,215058.8733,24.55009969
1007176,Hood Container Corporation,47085,HUMPHREYS,322130,2018,5000F,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,527,mmBtu/hr,216355640.3,scf,227754.8624,25.99941352
1007176,Hood Container Corporation,47085,HUMPHREYS COUNTY,322130,2018,5000F,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,527,mmBtu/hr,216355640.3,scf,227754.8624,25.99941352
1000272,UCC South Charleston Plant,54039,Kanawha,325199,2018,Boiler 26,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,352,mmBtu/hr,745241825,scf,853909.4338,97.47824586
1000272,UCC South Charleston Plant,54039,Kanawha,325199,2016,Boiler 27,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,353,mmBtu/hr,675964573,scf,827942.0213,94.51392937
1000272,UCC South Charleston Plant,54039,Kanawha,325199,2018,Boiler 27,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,353,mmBtu/hr,657812625,scf,752336.6143,85.88317515
1000272,UCC South Charleston Plant,54039,Kanawha,325199,2016,Boiler 26,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,352,mmBtu/hr,729217527,scf,891897.5855,101.8147929
1006142,CYTEC INDUSTRIES INC,54073,PLEASANTS,325199,2015,Boiler 831 X,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,97.9,mmBtu/hr,351084600,scf,372436.2426,42.5155528
1006142,CYTEC INDUSTRIES INC,54073,PLEASANTS,325199,2016,Boiler 831 X,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,97.9,mmBtu/hr,329913800,scf,353797.758,40.38787192
1006142,CYTEC INDUSTRIES INC,54073,PLEASANTS,325199,2015,Boiler 830 X,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,97.9,mmBtu/hr,286224600,scf,305638.7924,34.8902731
1006142,CYTEC INDUSTRIES INC,54073,PLEASANTS,325199,2016,Boiler 830 X,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,97.9,mmBtu/hr,317186200,scf,340194,38.8349315
1006142,CYTEC INDUSTRIES INC,54073,PLEASANTS,325199,2018,Boiler 831 X,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,97.9,mmBtu/hr,403780611,scf,431890.1483,49.30252835
1006142,CYTEC INDUSTRIES INC,54073,PLEASANTS,325199,2018,Boiler 830 X,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,97.9,mmBtu/hr,289094948,scf,309433.221,35.32342705
1000549,North Island,6073,San Diego,221330,2018,Aux Boiler No. 2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,147,mmBtu/hr,554493,scf,579.999678,0.066210009
1000549,North Island,6073,San Diego,928110,2018,Aux Boiler No. 2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,147,mmBtu/hr,554493,scf,579.999678,0.066210009
1000549,North Island,6073,San Diego,221112,2018,Aux Boiler No. 2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,147,mmBtu/hr,554493,scf,579.999678,0.066210009
1000856,Hamilton Municipal Power Plant,39017,Butler,221112,2014,B001,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,173,mmBtu/hr,2452200,scf,2470.29294,0.281996911
1000856,Hamilton Municipal Power Plant,39017,Butler,221112,2014,B002,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,305,mmBtu/hr,33518900,scf,34588.72927,3.948485076
1005040,Tata Chemicals (Soda Ash) Partners,56037,SWEETWATER,212391,2018,E Boiler (GR-3-X),OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,490,mmBtu/hr,2024686192,scf,2103361.101,240.1097147
1005040,Tata Chemicals (Soda Ash) Partners,56037,SWEETWATER COUNTY,212391,2018,E Boiler (GR-3-X),OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,490,mmBtu/hr,2024686192,scf,2103361.101,240.1097147
1005040,Tata Chemicals (Soda Ash) Partners,56037,SWEETWATER,212391,2017,E Boiler (GR-3-X),OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,490,mmBtu/hr,1962828796,scf,2047439.26,233.7259429
1005040,Tata Chemicals (Soda Ash) Partners,56037,SWEETWATER COUNTY,212391,2017,E Boiler (GR-3-X),OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,490,mmBtu/hr,1962828796,scf,2047439.26,233.7259429
1001404,Westbrook Energy Center,23005,Cumberland,221112,2018,Auxiliary boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,29.1,mmBtu/hr,48619650.3,scf,50126.85946,5.722244231
1001404,Westbrook Energy Center,23005,Cumberland,221112,2017,Auxiliary boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,29.1,mmBtu/hr,26093238,scf,28702.5618,3.276548151
1013219,Greensville County Power Station,51081,GREENSVILLE COUNTY,221112,2018,B-1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,183,mmBtu/hr,186651527,scf,193498.3533,22.08885311
1000271,Rocky Mountain Energy Center,8123,Weld,221112,2017,AuxBlr,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,129,mmBtu/hr,35103295,scf,38854.45823,4.435440438
1000271,Rocky Mountain Energy Center,8123,Weld,221112,2016,AuxBlr,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,129,mmBtu/hr,96461794,scf,106715.6827,12.18215556
1000271,Rocky Mountain Energy Center,8123,Weld,221112,2015,AuxBlr,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,129,mmBtu/hr,33395402,scf,36919.38275,4.21454141
1000150,Chuck Lenzie Generating Station,32003,Clark,221112,2018,A09-Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,44.1,mmBtu/hr,677110,scf,701.5590564,0.08008665
1000150,Chuck Lenzie Generating Station,32003,Clark,221112,2016,A09-Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,44.1,mmBtu/hr,450949.11,scf,469.0876496,0.053548818
1000150,Chuck Lenzie Generating Station,32003,Clark,221112,2018,A10-Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,44.1,mmBtu/hr,1945299.75,scf,2015.439666,0.230073021
1000150,Chuck Lenzie Generating Station,32003,Clark,221112,2015,A10-Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,44.1,mmBtu/hr,639370,scf,667.9283779,0.076247532
1000150,Chuck Lenzie Generating Station,32003,Clark,221112,2015,A09-Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,44.1,mmBtu/hr,77050,scf,80.4656265,0.009185574
1000150,Chuck Lenzie Generating Station,32003,Clark,221112,2017,A09-Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),,,44.1,mmBtu/hr,1340502.6,scf,1393.048175,0.159023764
