index,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,FUEL_TYPE_OTHER,FUEL_TYPE_BLEND,COUNTY,COUNTY_FIPS,NAICS,TIER_2_METHOD_EQUATION,CO2_COMBUSTION_EMISSIONS,TIER2_CH4_COMBUSTION_EMISSIONS,TIER2_EQ_C2A_FUEL_QTY,TIER2_EQ_C2A_FUEL_QTY_UOM,TIER2_EQ_C2A_HHV,TIER2_EQ_C2A_HHV_UOM,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,AGG_CUMULATIVE_HEAT_INPUTCAP,INPUT_HEAT_CAPACITY,INPUT_HEAT_CAPACITY_UNIT,INPUT_HEAT_CAPACITY_UNIT_OTHER,BOILER_RATIO_B,HIGH_HEAT_VALUE_UOM,ANNUAL_HHV,FUEL_COM,FUEL_UNIT,ENERGY_COM,ENERGY_UNIT,ENERGY_MMBtu_hr
6041,1000972,2014,Canadys Steam,AXB2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Colleton,45029,221112,Tier 2 (Equation C-2a),0,0,0,scf/year,0,mmBtu/scf,,,,228,mmBtu/hr,,,,,0,scf,0,MMBtu,0
6082,1003589,2014,SHELL CHEMICAL COMPANY,#1 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MOBILE COUNTY,1097,324110,Tier 2 (Equation C-2a),9551.5,0.18,175638879.6,scf/year,0.0010249,mmBtu/scf,,,,50,mmBtu/hr,,,,,175638879.6,scf,180012.2877,MMBtu,20.54934791
6083,1003589,2014,SHELL CHEMICAL COMPANY,#1 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MOBILE,1097,324110,Tier 2 (Equation C-2a),9551.5,0.18,175638879.6,scf/year,0.0010249,mmBtu/scf,,,,50,mmBtu/hr,,,,,175638879.6,scf,180012.2877,MMBtu,20.54934791
6086,1003589,2014,SHELL CHEMICAL COMPANY,#2 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MOBILE COUNTY,1097,324110,Tier 2 (Equation C-2a),7720.9,0.15,141982807.7,scf/year,0.001024857,mmBtu/scf,,,,50,mmBtu/hr,,,,,141982807.7,scf,145512.0133,MMBtu,16.61096042
6087,1003589,2014,SHELL CHEMICAL COMPANY,#2 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MOBILE,1097,324110,Tier 2 (Equation C-2a),7720.9,0.15,141982807.7,scf/year,0.001024857,mmBtu/scf,,,,50,mmBtu/hr,,,,,141982807.7,scf,145512.0133,MMBtu,16.61096042
6090,1003589,2014,SHELL CHEMICAL COMPANY,#3 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MOBILE COUNTY,1097,324110,Tier 2 (Equation C-2a),22029.8,0.42,405116707.1,scf/year,0.001024857,mmBtu/scf,,,,80,mmBtu/hr,,,,,405116707.1,scf,415186.5189,MMBtu,47.39572134
6091,1003589,2014,SHELL CHEMICAL COMPANY,#3 Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,MOBILE,1097,324110,Tier 2 (Equation C-2a),22029.8,0.42,405116707.1,scf/year,0.001024857,mmBtu/scf,,,,80,mmBtu/hr,,,,,405116707.1,scf,415186.5189,MMBtu,47.39572134
6143,1003195,2015,Ironside Energy  LLC,Boiler No. 9,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LAKE COUNTY,18089,221122,Tier 2 (Equation C-2a),40503.3,0.76,735778826,scf/year,0.00103747,mmBtu/scf,,,,657,mmBtu/hr,,,,,735778826,scf,763348.4586,MMBtu,87.140235
6144,1003195,2015,Ironside Energy  LLC,Boiler No. 9,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LAKE COUNTY,18089,221118,Tier 2 (Equation C-2a),40503.3,0.76,735778826,scf/year,0.00103747,mmBtu/scf,,,,657,mmBtu/hr,,,,,735778826,scf,763348.4586,MMBtu,87.140235
6145,1003195,2015,Ironside Energy  LLC,Boiler No. 9,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LAKE COUNTY,18089,221119,Tier 2 (Equation C-2a),40503.3,0.76,735778826,scf/year,0.00103747,mmBtu/scf,,,,657,mmBtu/hr,,,,,735778826,scf,763348.4586,MMBtu,87.140235
6158,1003195,2014,Ironside Energy  LLC,Boiler No. 9,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LAKE COUNTY,18089,221122,Tier 2 (Equation C-2a),37154.4,0.7,676816042.8,scf/year,0.0010346,mmBtu/scf,,,,657,mmBtu/hr,,,,,676816042.8,scf,700233.8779,MMBtu,79.93537419
6159,1003195,2014,Ironside Energy  LLC,Boiler No. 9,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LAKE COUNTY,18089,221118,Tier 2 (Equation C-2a),37154.4,0.7,676816042.8,scf/year,0.0010346,mmBtu/scf,,,,657,mmBtu/hr,,,,,676816042.8,scf,700233.8779,MMBtu,79.93537419
6160,1003195,2014,Ironside Energy  LLC,Boiler No. 9,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LAKE COUNTY,18089,221119,Tier 2 (Equation C-2a),37154.4,0.7,676816042.8,scf/year,0.0010346,mmBtu/scf,,,,657,mmBtu/hr,,,,,676816042.8,scf,700233.8779,MMBtu,79.93537419
6166,1003617,2014,Luz Solar Partners III - VII,SEGS IV Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KERN,6029,221119,Tier 2 (Equation C-2a),4502.7,0.08,83256000,scf/year,0.001019274,mmBtu/scf,,,,360,mmBtu/hr,,,,,83256000,scf,84860.67614,MMBtu,9.687291797
6167,1003617,2014,Luz Solar Partners III - VII,SEGS IV Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KERN,6029,221114,Tier 2 (Equation C-2a),4502.7,0.08,83256000,scf/year,0.001019274,mmBtu/scf,,,,360,mmBtu/hr,,,,,83256000,scf,84860.67614,MMBtu,9.687291797
6174,1003617,2014,Luz Solar Partners III - VII,SEGS VI Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KERN,6029,221119,Tier 2 (Equation C-2a),4193.8,0.08,77548000,scf/year,0.001019214,mmBtu/scf,,,,367,mmBtu/hr,,,,,77548000,scf,79038.00727,MMBtu,9.02260357
6175,1003617,2014,Luz Solar Partners III - VII,SEGS VI Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KERN,6029,221114,Tier 2 (Equation C-2a),4193.8,0.08,77548000,scf/year,0.001019214,mmBtu/scf,,,,367,mmBtu/hr,,,,,77548000,scf,79038.00727,MMBtu,9.02260357
6182,1003617,2014,Luz Solar Partners III - VII,SEGS VII Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KERN,6029,221119,Tier 2 (Equation C-2a),5072.1,0.1,93791000,scf/year,0.001019204,mmBtu/scf,,,,367,mmBtu/hr,,,,,93791000,scf,95592.16236,MMBtu,10.9123473
6183,1003617,2014,Luz Solar Partners III - VII,SEGS VII Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KERN,6029,221114,Tier 2 (Equation C-2a),5072.1,0.1,93791000,scf/year,0.001019204,mmBtu/scf,,,,367,mmBtu/hr,,,,,93791000,scf,95592.16236,MMBtu,10.9123473
6194,1003617,2014,Luz Solar Partners III - VII,SEGS V Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KERN,6029,221119,Tier 2 (Equation C-2a),4180.3,0.08,77299000,scf/year,0.001019223,mmBtu/scf,,,,360,mmBtu/hr,,,,,77299000,scf,78784.91868,MMBtu,8.993712178
6195,1003617,2014,Luz Solar Partners III - VII,SEGS V Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KERN,6029,221114,Tier 2 (Equation C-2a),4180.3,0.08,77299000,scf/year,0.001019223,mmBtu/scf,,,,360,mmBtu/hr,,,,,77299000,scf,78784.91868,MMBtu,8.993712178
6208,1003617,2014,Luz Solar Partners III - VII,SEGS III Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KERN,6029,221119,Tier 2 (Equation C-2a),4195.5,0.08,77576000,scf/year,0.001019267,mmBtu/scf,,,,360,mmBtu/hr,,,,,77576000,scf,79070.65679,MMBtu,9.026330684
6209,1003617,2014,Luz Solar Partners III - VII,SEGS III Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KERN,6029,221114,Tier 2 (Equation C-2a),4195.5,0.08,77576000,scf/year,0.001019267,mmBtu/scf,,,,360,mmBtu/hr,,,,,77576000,scf,79070.65679,MMBtu,9.026330684
6563,1013277,2018,Tenaska Westmoreland Generating Station,Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,WESTMORELAND COUNTY,42129,221112,Tier 2 (Equation C-2a),3890.5,0.07,69831381,scf/year,0.00105,mmBtu/scf,,,,245,mmBtu/hr,,,,,69831381,scf,73322.95005,MMBtu,8.370199777
6564,1001920,2017,Phillips 66 Ponca City Refinery,Boiler GFMNT1 & GFMST1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KAY COUNTY,40071,324110,Tier 2 (Equation C-2a),595.6,0.01,10760000,scf/year,0.001043,mmBtu/scf,,,,10.457,mmBtu/hr,,,,,10760000,scf,11222.68,MMBtu,1.281127854
6565,1001920,2017,Phillips 66 Ponca City Refinery,Boiler GFMNT1 & GFMST1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KAY,40071,324110,Tier 2 (Equation C-2a),595.6,0.01,10760000,scf/year,0.001043,mmBtu/scf,,,,10.457,mmBtu/hr,,,,,10760000,scf,11222.68,MMBtu,1.281127854
6574,1001920,2016,Phillips 66 Ponca City Refinery,Boiler GFMNT1 & GFMST1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KAY COUNTY,40071,324110,Tier 2 (Equation C-2a),593.8,0.01,10760000,scf/year,0.00104,mmBtu/scf,,,,10.457,mmBtu/hr,,,,,10760000,scf,11190.4,MMBtu,1.277442922
6575,1001920,2016,Phillips 66 Ponca City Refinery,Boiler GFMNT1 & GFMST1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KAY,40071,324110,Tier 2 (Equation C-2a),593.8,0.01,10760000,scf/year,0.00104,mmBtu/scf,,,,10.457,mmBtu/hr,,,,,10760000,scf,11190.4,MMBtu,1.277442922
6576,1001920,2017,Phillips 66 Ponca City Refinery,B-0022 (FI 37460),OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KAY COUNTY,40071,324110,Tier 2 (Equation C-2a),21414.5,0.4,386847238,scf/year,0.001043,mmBtu/scf,,,,95,mmBtu/hr,,,,,386847238,scf,403481.6692,MMBtu,46.05955128
6577,1001920,2017,Phillips 66 Ponca City Refinery,B-0022 (FI 37460),OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KAY,40071,324110,Tier 2 (Equation C-2a),21414.5,0.4,386847238,scf/year,0.001043,mmBtu/scf,,,,95,mmBtu/hr,,,,,386847238,scf,403481.6692,MMBtu,46.05955128
6582,1001920,2018,Phillips 66 Ponca City Refinery,Boiler GFMNT1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KAY COUNTY,40071,324110,Tier 2 (Equation C-2a),49.3,0,900000,scf/year,0.001,mmBtu/scf,,,,10.457,mmBtu/hr,,,,,900000,scf,900,MMBtu,0.102739726
6583,1001920,2018,Phillips 66 Ponca City Refinery,Boiler GFMNT1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KAY,40071,324110,Tier 2 (Equation C-2a),49.3,0,900000,scf/year,0.001,mmBtu/scf,,,,10.457,mmBtu/hr,,,,,900000,scf,900,MMBtu,0.102739726
6594,1001920,2016,Phillips 66 Ponca City Refinery,B-0022 (FI 37460),OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KAY COUNTY,40071,324110,Tier 2 (Equation C-2a),20950.2,0.39,379653782,scf/year,0.00104,mmBtu/scf,,,,95,mmBtu/hr,,,,,379653782,scf,394839.9333,MMBtu,45.07305174
6595,1001920,2016,Phillips 66 Ponca City Refinery,B-0022 (FI 37460),OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KAY,40071,324110,Tier 2 (Equation C-2a),20950.2,0.39,379653782,scf/year,0.00104,mmBtu/scf,,,,95,mmBtu/hr,,,,,379653782,scf,394839.9333,MMBtu,45.07305174
6600,1001920,2018,Phillips 66 Ponca City Refinery,B-0022 (FI 37460),OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KAY COUNTY,40071,324110,Tier 2 (Equation C-2a),30718.6,0.58,560530125,scf/year,0.001,mmBtu/scf,,,,95,mmBtu/hr,,,,,560530125,scf,560530.125,MMBtu,63.98745719
6601,1001920,2018,Phillips 66 Ponca City Refinery,B-0022 (FI 37460),OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,KAY,40071,324110,Tier 2 (Equation C-2a),30718.6,0.58,560530125,scf/year,0.001,mmBtu/scf,,,,95,mmBtu/hr,,,,,560530125,scf,560530.125,MMBtu,63.98745719
6647,1000223,2016,Greater Des Moines Energy Center,Aux Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Polk,19153,221112,Tier 2 (Equation C-2a),1225.1,0.02,21865000,scf/year,0.001056,mmBtu/scf,,,,43.3,mmBtu/hr,,,,,21865000,scf,23089.44,MMBtu,2.635780822
6650,1000223,2018,Greater Des Moines Energy Center,Aux Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Polk,19153,221112,Tier 2 (Equation C-2a),943.9,0.02,16846549.76,scf/year,0.001056,mmBtu/scf,,,,43.3,mmBtu/hr,,,,,16846549.76,scf,17789.95655,MMBtu,2.030816957
6651,1000223,2014,Greater Des Moines Energy Center,Aux Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Polk,19153,221112,Tier 2 (Equation C-2a),1308.5,0.02,23920000,scf/year,0.001031,mmBtu/scf,,,,43.3,mmBtu/hr,,,,,23920000,scf,24661.52,MMBtu,2.815242009
6652,1000223,2015,Greater Des Moines Energy Center,Aux Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Polk,19153,221112,Tier 2 (Equation C-2a),987.9,0.02,17800000,scf/year,0.001046,mmBtu/scf,,,,43.3,mmBtu/hr,,,,,17800000,scf,18618.8,MMBtu,2.12543379
6653,1000223,2017,Greater Des Moines Energy Center,Aux Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Polk,19153,221112,Tier 2 (Equation C-2a),857.6,0.02,15356000,scf/year,0.0010525,mmBtu/scf,,,,43.3,mmBtu/hr,,,,,15356000,scf,16162.19,MMBtu,1.844998858
6660,1007303,2018,Cottonwood Energy Project,Aux Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Newton,48351,221112,Tier 2 (Equation C-2a),19.1,0,342240,scf/year,0.001052,mmBtu/scf,,,,55,mmBtu/hr,,,,,342240,scf,360.03648,MMBtu,0.041100055
6705,1000691,2014,Allen S King,EU028,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Washington,27163,221112,Tier 2 (Equation C-2a),1552.1,0.03,27912820,scf/year,0.001048,mmBtu/scf,,,,99,mmBtu/hr,,,,,27912820,scf,29252.63536,MMBtu,3.339341936
6709,1000691,2016,Allen S King,EU028,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Washington,27163,221112,Tier 2 (Equation C-2a),2124,0.04,37908000,scf/year,0.001056,mmBtu/scf,,,,99,mmBtu/hr,,,,,37908000,scf,40030.848,MMBtu,4.569731507
6724,1001240,2015,Indeck-Silver Springs Energy Center,2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wyoming,36121,221112,Tier 2 (Equation C-2a),0,0,0,scf/year,0.001,mmBtu/scf,,,,170,mmBtu/hr,,,,,0,scf,0,MMBtu,0
6730,1001240,2016,Indeck-Silver Springs Energy Center,2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wyoming,36121,221112,Tier 2 (Equation C-2a),0,0,0,scf/year,0,mmBtu/scf,,,,170,mmBtu/hr,,,,,0,scf,0,MMBtu,0
6731,1000677,2016,River Rouge,Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221112,Tier 2 (Equation C-2a),0,0,0,scf/year,0.001041,mmBtu/scf,,,,235,mmBtu/hr,,,,,0,scf,0,MMBtu,0
6734,1000677,2014,River Rouge,Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221112,Tier 2 (Equation C-2a),3887.2,0.07,71031000,scf/year,0.001031381,mmBtu/scf,,,,235,mmBtu/hr,,,,,71031000,scf,73260.02381,MMBtu,8.363016417
6739,1000677,2015,River Rouge,Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Wayne,26163,221112,Tier 2 (Equation C-2a),3269.1,0.06,58958000,scf/year,0.001045,mmBtu/scf,,,,235,mmBtu/hr,,,,,58958000,scf,61611.11,MMBtu,7.033231735
6784,1007825,2014,Michigan Power Limited Partnership,EUBOILERB,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Mason,26105,221112,Tier 2 (Equation C-2a),387.8,0.01,7082000,scf/year,0.001032,mmBtu/scf,,,,266.6,mmBtu/hr,,,,,7082000,scf,7308.624,MMBtu,0.834317808
6785,1007825,2016,Michigan Power Limited Partnership,EUBOILERA,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Mason,26105,221112,Tier 2 (Equation C-2a),341.6,0.01,6215000,scf/year,0.001036,mmBtu/scf,,,,266.6,mmBtu/hr,,,,,6215000,scf,6438.74,MMBtu,0.735015982
6786,1007825,2014,Michigan Power Limited Partnership,EUBOILERA,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Mason,26105,221112,Tier 2 (Equation C-2a),421.4,0.01,7695000,scf/year,0.001032,mmBtu/scf,,,,266.6,mmBtu/hr,,,,,7695000,scf,7941.24,MMBtu,0.906534247
6789,1007825,2016,Michigan Power Limited Partnership,EUBOILERB,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Mason,26105,221112,Tier 2 (Equation C-2a),314.1,0.01,5714000,scf/year,0.001036,mmBtu/scf,,,,266.6,mmBtu/hr,,,,,5714000,scf,5919.704,MMBtu,0.675765297
6790,1007825,2018,Michigan Power Limited Partnership,EUBOILERA,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Mason,26105,221112,Tier 2 (Equation C-2a),443.6,0.01,7263000,scf/year,0.001151,mmBtu/scf,,,,266.6,mmBtu/hr,,,,,7263000,scf,8359.713,MMBtu,0.954305137
6794,1007825,2018,Michigan Power Limited Partnership,EUBOILERB,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Mason,26105,221112,Tier 2 (Equation C-2a),343.2,0.01,5620000,scf/year,0.001151,mmBtu/scf,,,,266.6,mmBtu/hr,,,,,5620000,scf,6468.62,MMBtu,0.738426941
6901,1002150,2018,Shute Creek Facility,H-5401A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN COUNTY,56023,211111,Tier 2 (Equation C-2a),11184.8,0.21,213140320.2,scf/year,0.000989,mmBtu/scf,,,,72,mmBtu/hr,,,,,213140320.2,scf,210795.7767,MMBtu,24.06344483
6902,1002150,2018,Shute Creek Facility,H-5401A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN COUNTY,56023,211130,Tier 2 (Equation C-2a),11184.8,0.21,213140320.2,scf/year,0.000989,mmBtu/scf,,,,72,mmBtu/hr,,,,,213140320.2,scf,210795.7767,MMBtu,24.06344483
6903,1002150,2018,Shute Creek Facility,H-5401A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN,56023,211111,Tier 2 (Equation C-2a),11184.8,0.21,213140320.2,scf/year,0.000989,mmBtu/scf,,,,72,mmBtu/hr,,,,,213140320.2,scf,210795.7767,MMBtu,24.06344483
6904,1002150,2016,Shute Creek Facility,H-4201B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN COUNTY,56023,211111,Tier 2 (Equation C-2a),339.5,0.01,6470477.92,scf/year,0.00098885,mmBtu/scf,,,,7.25,mmBtu/hr,,,,,6470477.92,scf,6398.332091,MMBtu,0.730403207
6905,1002150,2016,Shute Creek Facility,H-4201B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN COUNTY,56023,211130,Tier 2 (Equation C-2a),339.5,0.01,6470477.92,scf/year,0.00098885,mmBtu/scf,,,,7.25,mmBtu/hr,,,,,6470477.92,scf,6398.332091,MMBtu,0.730403207
6906,1002150,2016,Shute Creek Facility,H-4201B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN,56023,211111,Tier 2 (Equation C-2a),339.5,0.01,6470477.92,scf/year,0.00098885,mmBtu/scf,,,,7.25,mmBtu/hr,,,,,6470477.92,scf,6398.332091,MMBtu,0.730403207
6934,1002150,2016,Shute Creek Facility,H-4201A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN COUNTY,56023,211111,Tier 2 (Equation C-2a),2330.8,0.04,44486227.21,scf/year,0.00098744,mmBtu/scf,,,,7.25,mmBtu/hr,,,,,44486227.21,scf,43927.4802,MMBtu,5.014552534
6935,1002150,2016,Shute Creek Facility,H-4201A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN COUNTY,56023,211130,Tier 2 (Equation C-2a),2330.8,0.04,44486227.21,scf/year,0.00098744,mmBtu/scf,,,,7.25,mmBtu/hr,,,,,44486227.21,scf,43927.4802,MMBtu,5.014552534
6936,1002150,2016,Shute Creek Facility,H-4201A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN,56023,211111,Tier 2 (Equation C-2a),2330.8,0.04,44486227.21,scf/year,0.00098744,mmBtu/scf,,,,7.25,mmBtu/hr,,,,,44486227.21,scf,43927.4802,MMBtu,5.014552534
6940,1002150,2016,Shute Creek Facility,H-5401B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN COUNTY,56023,211111,Tier 2 (Equation C-2a),5427.3,0.1,103433747.8,scf/year,0.00098891,mmBtu/scf,,,,72,mmBtu/hr,,,,,103433747.8,scf,102286.6675,MMBtu,11.67656022
6941,1002150,2016,Shute Creek Facility,H-5401B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN COUNTY,56023,211130,Tier 2 (Equation C-2a),5427.3,0.1,103433747.8,scf/year,0.00098891,mmBtu/scf,,,,72,mmBtu/hr,,,,,103433747.8,scf,102286.6675,MMBtu,11.67656022
6942,1002150,2016,Shute Creek Facility,H-5401B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN,56023,211111,Tier 2 (Equation C-2a),5427.3,0.1,103433747.8,scf/year,0.00098891,mmBtu/scf,,,,72,mmBtu/hr,,,,,103433747.8,scf,102286.6675,MMBtu,11.67656022
6943,1002150,2018,Shute Creek Facility,H-4201C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN COUNTY,56023,211111,Tier 2 (Equation C-2a),2446.1,0.05,46608323.42,scf/year,0.0009891,mmBtu/scf,,,,7.25,mmBtu/hr,,,,,46608323.42,scf,46100.29269,MMBtu,5.26259049
6944,1002150,2018,Shute Creek Facility,H-4201C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN COUNTY,56023,211130,Tier 2 (Equation C-2a),2446.1,0.05,46608323.42,scf/year,0.0009891,mmBtu/scf,,,,7.25,mmBtu/hr,,,,,46608323.42,scf,46100.29269,MMBtu,5.26259049
6945,1002150,2018,Shute Creek Facility,H-4201C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN,56023,211111,Tier 2 (Equation C-2a),2446.1,0.05,46608323.42,scf/year,0.0009891,mmBtu/scf,,,,7.25,mmBtu/hr,,,,,46608323.42,scf,46100.29269,MMBtu,5.26259049
6946,1002150,2017,Shute Creek Facility,H-4201C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN COUNTY,56023,211111,Tier 2 (Equation C-2a),2024.9,0.04,38655608.76,scf/year,0.000987247,mmBtu/scf,,,,7.25,mmBtu/hr,,,,,38655608.76,scf,38162.63378,MMBtu,4.356465044
6947,1002150,2017,Shute Creek Facility,H-4201C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN COUNTY,56023,211130,Tier 2 (Equation C-2a),2024.9,0.04,38655608.76,scf/year,0.000987247,mmBtu/scf,,,,7.25,mmBtu/hr,,,,,38655608.76,scf,38162.63378,MMBtu,4.356465044
6948,1002150,2017,Shute Creek Facility,H-4201C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN,56023,211111,Tier 2 (Equation C-2a),2024.9,0.04,38655608.76,scf/year,0.000987247,mmBtu/scf,,,,7.25,mmBtu/hr,,,,,38655608.76,scf,38162.63378,MMBtu,4.356465044
6949,1002150,2018,Shute Creek Facility,H-4201B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN COUNTY,56023,211111,Tier 2 (Equation C-2a),81.9,0,1561230.5,scf/year,0.0009887,mmBtu/scf,,,,7.25,mmBtu/hr,,,,,1561230.5,scf,1543.588595,MMBtu,0.176208744
6950,1002150,2018,Shute Creek Facility,H-4201B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN COUNTY,56023,211130,Tier 2 (Equation C-2a),81.9,0,1561230.5,scf/year,0.0009887,mmBtu/scf,,,,7.25,mmBtu/hr,,,,,1561230.5,scf,1543.588595,MMBtu,0.176208744
6951,1002150,2018,Shute Creek Facility,H-4201B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN,56023,211111,Tier 2 (Equation C-2a),81.9,0,1561230.5,scf/year,0.0009887,mmBtu/scf,,,,7.25,mmBtu/hr,,,,,1561230.5,scf,1543.588595,MMBtu,0.176208744
6958,1002150,2016,Shute Creek Facility,H-4201C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN COUNTY,56023,211111,Tier 2 (Equation C-2a),2677.2,0.05,51087396.07,scf/year,0.00098765,mmBtu/scf,,,,7.25,mmBtu/hr,,,,,51087396.07,scf,50456.46673,MMBtu,5.759870631
6959,1002150,2016,Shute Creek Facility,H-4201C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN COUNTY,56023,211130,Tier 2 (Equation C-2a),2677.2,0.05,51087396.07,scf/year,0.00098765,mmBtu/scf,,,,7.25,mmBtu/hr,,,,,51087396.07,scf,50456.46673,MMBtu,5.759870631
6960,1002150,2016,Shute Creek Facility,H-4201C,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN,56023,211111,Tier 2 (Equation C-2a),2677.2,0.05,51087396.07,scf/year,0.00098765,mmBtu/scf,,,,7.25,mmBtu/hr,,,,,51087396.07,scf,50456.46673,MMBtu,5.759870631
6973,1002150,2017,Shute Creek Facility,H-4201A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN COUNTY,56023,211111,Tier 2 (Equation C-2a),2497.2,0.05,47672072.69,scf/year,0.000987246,mmBtu/scf,,,,7.25,mmBtu/hr,,,,,47672072.69,scf,47064.06307,MMBtu,5.37260994
6974,1002150,2017,Shute Creek Facility,H-4201A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LINCOLN COUNTY,56023,211130,Tier 2 (Equation C-2a),2497.2,0.05,47672072.69,scf/year,0.000987246,mmBtu/scf,,,,7.25,mmBtu/hr,,,,,47672072.69,scf,47064.06307,MMBtu,5.37260994
