index,FACILITY_ID,FACILITY_NAME,COUNTY_FIPS,COUNTY,NAICS,REPORTING_YEAR,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,FUEL_TYPE_OTHER,FUEL_TYPE_BLEND,TIER,CO2_COMBUSTION_EMISSIONS,CH4_COMBUSTION_EMISSIONS,FUEL_QUANTITY,FUEL_QUANTITY_UOM,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,AGG_CUMULATIVE_HEAT_INPUTCAP,INPUT_HEAT_CAPACITY,INPUT_HEAT_CAPACITY_UNIT,INPUT_HEAT_CAPACITY_UNIT_OTHER,FUEL_COM,FUEL_UNIT,ENERGY_COM,ENERGY_UNIT,ENERGY_MMBtu_hr
69555,1005753,AMERICAN CRYSTAL SUGAR - HILLSBORO,38097,TRAILL,311313,2016,GP-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0,0,0,gallons/year,237,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
69560,1005753,AMERICAN CRYSTAL SUGAR - HILLSBORO,38097,TRAILL,311313,2018,GP-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0,0,0,gallons/year,237,mmBtu/hr,237,,,,0,gallons,0,MMBtu,0
69564,1005753,AMERICAN CRYSTAL SUGAR - HILLSBORO,38097,TRAILL,311313,2015,GP-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0,0,0,gallons/year,237,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
70366,1006877,AMERICAN CRYSTAL SUGAR - MOORHEAD,27027,CLAY,311313,2017,GP-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0,0,0,gallons/year,165,mmBtu/hr,0,,,,0,gallons,0,MMBtu,0
70368,1006877,AMERICAN CRYSTAL SUGAR - MOORHEAD,27027,CLAY,311313,2015,GP-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0,0,0,gallons/year,165,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
70371,1006877,AMERICAN CRYSTAL SUGAR - MOORHEAD,27027,CLAY,311313,2018,GP-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0,0,0,gallons/year,165,mmBtu/hr,0,,,,0,gallons,0,MMBtu,0
70384,1006877,AMERICAN CRYSTAL SUGAR - MOORHEAD,27027,CLAY,311313,2016,GP-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0,0,0,gallons/year,165,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
70644,1004847,Shenandoah County Landfill,51171,SHENANDOAH COUNTY,562212,2016,GP-Used Oil Furnace,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0,0,0,gallons/year,0.075,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
70653,1004847,Shenandoah County Landfill,51171,SHENANDOAH COUNTY,562212,2015,GP-Used Oil Furnace,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0,0,0,gallons/year,0.075,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
70936,1006024,Duluth Steam One,27137,ST. LOUIS COUNTY,221330,2015,GP-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0,0,0,gallons/year,115,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
71363,1000201,UNIVERSITY OF TENNESSEE STEAM PLANT,47093,KNOX,611310,2014,GP-UTK-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),9.6,0,939,gallons/year,167,mmBtu/hr,,,,,939,gallons,129.582,MMBtu,0.014792466
71364,1000201,UNIVERSITY OF TENNESSEE STEAM PLANT,47093,KNOX COUNTY,611310,2014,GP-UTK-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),9.6,0,939,gallons/year,167,mmBtu/hr,,,,,939,gallons,129.582,MMBtu,0.014792466
71365,1000201,UNIVERSITY OF TENNESSEE STEAM PLANT,47093,KNOX,611310,2018,GP-UTK-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0.3,0,25,gallons/year,167,mmBtu/hr,587,,,,25,gallons,3.45,MMBtu,0.000393836
71366,1000201,UNIVERSITY OF TENNESSEE STEAM PLANT,47093,KNOX COUNTY,611310,2018,GP-UTK-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0.3,0,25,gallons/year,167,mmBtu/hr,587,,,,25,gallons,3.45,MMBtu,0.000393836
71373,1000201,UNIVERSITY OF TENNESSEE STEAM PLANT,47093,KNOX,611310,2016,GP-UTK-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),11.2,0,1095,gallons/year,167,mmBtu/hr,,,,,1095,gallons,151.11,MMBtu,0.01725
71374,1000201,UNIVERSITY OF TENNESSEE STEAM PLANT,47093,KNOX COUNTY,611310,2016,GP-UTK-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),11.2,0,1095,gallons/year,167,mmBtu/hr,,,,,1095,gallons,151.11,MMBtu,0.01725
71377,1000201,UNIVERSITY OF TENNESSEE STEAM PLANT,47093,KNOX,611310,2015,GP-UTK-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),9.8,0,958,gallons/year,167,mmBtu/hr,,,,,958,gallons,132.204,MMBtu,0.015091781
71378,1000201,UNIVERSITY OF TENNESSEE STEAM PLANT,47093,KNOX COUNTY,611310,2015,GP-UTK-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),9.8,0,958,gallons/year,167,mmBtu/hr,,,,,958,gallons,132.204,MMBtu,0.015091781
71381,1000201,UNIVERSITY OF TENNESSEE STEAM PLANT,47093,KNOX,611310,2017,GP-UTK-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),3.4,0,331,gallons/year,167,mmBtu/hr,587,,,,331,gallons,45.678,MMBtu,0.005214384
71382,1000201,UNIVERSITY OF TENNESSEE STEAM PLANT,47093,KNOX COUNTY,611310,2017,GP-UTK-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),3.4,0,331,gallons/year,167,mmBtu/hr,587,,,,331,gallons,45.678,MMBtu,0.005214384
73858,1003969,COLUMBIA SANITARY LANDFILL,29019,BOONE COUNTY,562212,2018,GP-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0,0,0,gallons/year,43.52,mmBtu/hr,44.14,,,,0,gallons,0,MMBtu,0
73861,1003969,COLUMBIA SANITARY LANDFILL,29019,BOONE COUNTY,562212,2016,GP-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0,0,0,gallons/year,30.55,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
73864,1003969,COLUMBIA SANITARY LANDFILL,29019,BOONE COUNTY,562212,2017,GP-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0,0,0,gallons/year,43.52,mmBtu/hr,44.14,,,,0,gallons,0,MMBtu,0
73867,1003969,COLUMBIA SANITARY LANDFILL,29019,BOONE COUNTY,562212,2014,GP-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0,0,0,gallons/year,30.55,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
73869,1003969,COLUMBIA SANITARY LANDFILL,29019,BOONE COUNTY,562212,2015,GP-1,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0,0,0,gallons/year,30.55,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
74742,1002017,University of Maine,23019,PENOBSCOT COUNTY,611310,2018,GP-AllCombustionUnits,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0.4,0,39,gallons/year,86.8,mmBtu/hr,335.4,,,,39,gallons,5.382,MMBtu,0.000614384
74746,1002017,University of Maine,23019,PENOBSCOT COUNTY,611310,2014,GP-AllCombustionUnits,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0.4,0,35,gallons/year,86.8,mmBtu/hr,,,,,35,gallons,4.83,MMBtu,0.00055137
75049,1001071,DIDION ETHANOL LLC,55021,COLUMBIA,325193,2018,GP-Ethanol Production,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0.3,0,25,gallons/year,92,mmBtu/hr,203.44,,,,25,gallons,3.45,MMBtu,0.000393836
75052,1001071,DIDION ETHANOL LLC,55021,COLUMBIA,325193,2016,GP-Ethanol Production,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),5.6,0,545,gallons/year,92,mmBtu/hr,,,,,545,gallons,75.21,MMBtu,0.008585616
75053,1001071,DIDION ETHANOL LLC,55021,COLUMBIA,325193,2017,GP-Ethanol Production,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),4.5,0,445,gallons/year,92,mmBtu/hr,203.44,,,,445,gallons,61.41,MMBtu,0.007010274
75442,1005773,THE BELDEN BRICK COMPANY (0679000118),39157,TUSCARAWAS COUNTY,327121,2018,GP-BELDENBRICK,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),1.2,0,113,gallons/year,92.66,mmBtu/hr,193.52,,,,113,gallons,15.594,MMBtu,0.001780137
75443,1005773,THE BELDEN BRICK COMPANY (0679000118),39157,TUSCARAWAS COUNTY,327120,2018,GP-BELDENBRICK,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),1.2,0,113,gallons/year,92.66,mmBtu/hr,193.52,,,,113,gallons,15.594,MMBtu,0.001780137
75444,1005773,THE BELDEN BRICK COMPANY (0679000118),39157,TUSCARAWAS,327121,2018,GP-BELDENBRICK,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),1.2,0,113,gallons/year,92.66,mmBtu/hr,193.52,,,,113,gallons,15.594,MMBtu,0.001780137
76986,1007937,ARCONIC INC DAVENPORT WORKS,19163,SCOTT,331315,2018,GP-01,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0,0,0,gallons/year,21.4,mmBtu/hr,42.8,,,,0,gallons,0,MMBtu,0
76987,1007937,ARCONIC INC DAVENPORT WORKS,19163,SCOTT COUNTY,331315,2018,GP-01,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0,0,0,gallons/year,21.4,mmBtu/hr,42.8,,,,0,gallons,0,MMBtu,0
77068,1004042,SENECA MEADOWS SWMF,36099,SENECA COUNTY,562212,2015,GP-Used Oil,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0,0,0,gallons/year,0.065,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
77071,1004042,SENECA MEADOWS SWMF,36099,SENECA COUNTY,562212,2018,GP-Used Oil,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0,0,0,gallons/year,0.065,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
77943,1011427,Huhtamaki  Inc.,23011,KENNEBEC COUNTY,322299,2018,GP-HNA_Waterville,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),4.6,0,450,gallons/year,71.3,mmBtu/hr,129.9,,,,450,gallons,62.1,MMBtu,0.007089041
78493,1011863,Grassland Dairy Products  Inc.,55019,CLARK COUNTY,311512,2018,GP-2,OCS (Other combustion source),Used Oil,,,Tier 1 (Equation C-1),0,0,0,gallons/year,0.35,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
3938,1003859,VISKASE CORPORATION,47105,LOUDON COUNTY,326121,2011,GP-boilers 1  2  3,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),1.4,0,,,55.6,mmBtu/hr,,,,,137.9038613,gallons,18.61702128,MMBtu,0.002125231
3939,1003859,VISKASE CORPORATION,47105,LOUDON,326121,2011,GP-boilers 1  2  3,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),1.4,0,,,55.6,mmBtu/hr,,,,,137.9038613,gallons,18.61702128,MMBtu,0.002125231
3944,1003859,VISKASE CORPORATION,47105,LOUDON COUNTY,326121,2012,GP-boilers 1  2  3,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.2,0,,,55.6,mmBtu/hr,,,,,19.70055162,gallons,2.659574468,MMBtu,0.000303604
3945,1003859,VISKASE CORPORATION,47105,LOUDON,326121,2012,GP-boilers 1  2  3,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.2,0,,,55.6,mmBtu/hr,,,,,19.70055162,gallons,2.659574468,MMBtu,0.000303604
3946,1003859,VISKASE CORPORATION,47105,LOUDON COUNTY,326121,2017,GP-Boilers 3 4 5,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),2,0,,,55.6,mmBtu/hr,159.97,,,,197.0055162,gallons,26.59574468,MMBtu,0.003036044
3947,1003859,VISKASE CORPORATION,47105,LOUDON,326121,2017,GP-Boilers 3 4 5,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),2,0,,,55.6,mmBtu/hr,159.97,,,,197.0055162,gallons,26.59574468,MMBtu,0.003036044
4855,1003856,WAUSAU PAPER MILLS LLC,27035,CROW WING COUNTY,322121,2010,GP-001 Boilers/Stationary Sources,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),1.1,0,,,107,mmBtu/hr,,,,,108.3530339,gallons,14.62765957,MMBtu,0.001669824
4856,1003856,WAUSAU PAPER MILLS LLC,27035,CROW WING,322121,2010,GP-001 Boilers/Stationary Sources,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),1.1,0,,,107,mmBtu/hr,,,,,108.3530339,gallons,14.62765957,MMBtu,0.001669824
4857,1003856,WAUSAU PAPER MILLS LLC,27035,CROW WING COUNTY,322121,2011,GP-001 Boilers/Stationary Sources,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.6,0,,,107,mmBtu/hr,,,,,59.10165485,gallons,7.978723404,MMBtu,0.000910813
4858,1003856,WAUSAU PAPER MILLS LLC,27035,CROW WING,322121,2011,GP-001 Boilers/Stationary Sources,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.6,0,,,107,mmBtu/hr,,,,,59.10165485,gallons,7.978723404,MMBtu,0.000910813
4859,1003856,WAUSAU PAPER MILLS LLC,27035,CROW WING COUNTY,322121,2012,GP-001 Boilers/Stationary Sources,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0,0,,,107,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
4860,1003856,WAUSAU PAPER MILLS LLC,27035,CROW WING,322121,2012,GP-001 Boilers/Stationary Sources,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0,0,,,107,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
4915,1001246,Bayonne Plant Holding  LLC,34017,Hudson,221112,2010,GP-IMTT Boilers,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),2.6,0,,,97,mmBtu/hr,,,,,256.107171,gallons,34.57446809,MMBtu,0.003946857
5678,1005849,U S SALT - WATKINS GLEN REFINERY,36097,SCHUYLER,311942,2015,GP-01,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),1,0,,,240,mmBtu/hr,,,,,98.50275808,gallons,13.29787234,MMBtu,0.001518022
9257,1004687,NESTLE PURINA PET CARE CO,29207,STODDARD,212325,2016,GP-Total Fuel Usage_Natural Gas-Kerosene,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),3.6,0,,,150,mmBtu/hr,,,,,354.6099291,gallons,47.87234043,MMBtu,0.005464879
9259,1004687,NESTLE PURINA PET CARE CO,29207,STODDARD,212325,2011,GP-NPPC_BLM_ALL,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),6.1,0,,,150,mmBtu/hr,,,,,600.8668243,gallons,81.11702128,MMBtu,0.009259934
9260,1004687,NESTLE PURINA PET CARE CO,29207,STODDARD,212325,2012,GP-NPPC_BLM_ALL,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0,0,,,150,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
9264,1004687,NESTLE PURINA PET CARE CO,29207,STODDARD,212325,2017,GP-Total Fuel Usage_Natural Gas-Kerosene,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),3.6,0,,,150,mmBtu/hr,240,,,,354.6099291,gallons,47.87234043,MMBtu,0.005464879
9605,1007981,CEMEX Construction Materials Atlantic LLC,42073,LAWRENCE COUNTY,327310,2010,GP-process heaters,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),4.2,0,,,249,mmBtu/hr,,,,,413.7115839,gallons,55.85106383,MMBtu,0.006375692
9606,1007981,CEMEX Construction Materials Atlantic LLC,42073,LAWRENCE,327310,2010,GP-process heaters,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),4.2,0,,,249,mmBtu/hr,,,,,413.7115839,gallons,55.85106383,MMBtu,0.006375692
12874,1003726,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,50007,CHITTENDEN,334413,2013,GP- IBM Microelectronics - Vermont,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),2,0,,,99,mmBtu/hr,,,,,197.0055162,gallons,26.59574468,MMBtu,0.003036044
12875,1003726,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,50007,CHITTENDEN COUNTY,334413,2013,GP- IBM Microelectronics - Vermont,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),2,0,,,99,mmBtu/hr,,,,,197.0055162,gallons,26.59574468,MMBtu,0.003036044
14231,1005864,HOLLY SUGAR CORP DBA SPRECKELS COMPANY,6025,IMPERIAL,311313,2013,GP-5,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.1,0,,,19,mmBtu/hr,,,,,9.850275808,gallons,1.329787234,MMBtu,0.000151802
14232,1005864,HOLLY SUGAR CORP DBA SPRECKELS COMPANY,6025,IMPERIAL COUNTY,311313,2013,GP-5,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.1,0,,,19,mmBtu/hr,,,,,9.850275808,gallons,1.329787234,MMBtu,0.000151802
14233,1005864,HOLLY SUGAR CORP DBA SPRECKELS COMPANY,6025,IMPERIAL,311313,2016,GP-5,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.1,0,,,19,mmBtu/hr,,,,,9.850275808,gallons,1.329787234,MMBtu,0.000151802
14234,1005864,HOLLY SUGAR CORP DBA SPRECKELS COMPANY,6025,IMPERIAL COUNTY,311313,2016,GP-5,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.1,0,,,19,mmBtu/hr,,,,,9.850275808,gallons,1.329787234,MMBtu,0.000151802
14235,1005864,HOLLY SUGAR CORP DBA SPRECKELS COMPANY,6025,IMPERIAL,311313,2017,GP-5,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.1,0,,,41,mmBtu/hr,59,,,,9.850275808,gallons,1.329787234,MMBtu,0.000151802
14236,1005864,HOLLY SUGAR CORP DBA SPRECKELS COMPANY,6025,IMPERIAL COUNTY,311313,2017,GP-5,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.1,0,,,41,mmBtu/hr,59,,,,9.850275808,gallons,1.329787234,MMBtu,0.000151802
14237,1005864,HOLLY SUGAR CORP DBA SPRECKELS COMPANY,6025,IMPERIAL,311313,2015,GP-5,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.1,0,,,19,mmBtu/hr,,,,,9.850275808,gallons,1.329787234,MMBtu,0.000151802
14238,1005864,HOLLY SUGAR CORP DBA SPRECKELS COMPANY,6025,IMPERIAL COUNTY,311313,2015,GP-5,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.1,0,,,19,mmBtu/hr,,,,,9.850275808,gallons,1.329787234,MMBtu,0.000151802
14239,1005864,HOLLY SUGAR CORP DBA SPRECKELS COMPANY,6025,IMPERIAL,311313,2014,GP-5,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.1,0,,,19,mmBtu/hr,,,,,9.850275808,gallons,1.329787234,MMBtu,0.000151802
14240,1005864,HOLLY SUGAR CORP DBA SPRECKELS COMPANY,6025,IMPERIAL COUNTY,311313,2014,GP-5,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.1,0,,,19,mmBtu/hr,,,,,9.850275808,gallons,1.329787234,MMBtu,0.000151802
14241,1005864,HOLLY SUGAR CORP DBA SPRECKELS COMPANY,6025,IMPERIAL,311313,2018,GP-5,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.1,0,,,41,mmBtu/hr,59,,,,9.850275808,gallons,1.329787234,MMBtu,0.000151802
14242,1005864,HOLLY SUGAR CORP DBA SPRECKELS COMPANY,6025,IMPERIAL COUNTY,311313,2018,GP-5,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.1,0,,,41,mmBtu/hr,59,,,,9.850275808,gallons,1.329787234,MMBtu,0.000151802
14243,1005864,HOLLY SUGAR CORP DBA SPRECKELS COMPANY,6025,IMPERIAL,311313,2012,GP-5,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.1,0,,,19,mmBtu/hr,,,,,9.850275808,gallons,1.329787234,MMBtu,0.000151802
14244,1005864,HOLLY SUGAR CORP DBA SPRECKELS COMPANY,6025,IMPERIAL COUNTY,311313,2012,GP-5,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.1,0,,,19,mmBtu/hr,,,,,9.850275808,gallons,1.329787234,MMBtu,0.000151802
14649,1002632,INGREDION INCORPORATED,19113,LINN COUNTY,311221,2018,GP-003-K,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.1,0,,,2,mmBtu/hr,,,,,9.850275808,gallons,1.329787234,MMBtu,0.000151802
14653,1002632,INGREDION INCORPORATED,19113,LINN COUNTY,311221,2017,GP-003-K,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0,0,,,2,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
15388,1006691,FORMOSA POINT COMFORT PLANT,48057,CALHOUN COUNTY,325211,2016,VR-290,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),5.4,0,,,,,,100,mmBtu/hr,,531.9148936,gallons,71.80851064,MMBtu,0.008197319
15389,1006691,FORMOSA POINT COMFORT PLANT,48057,CALHOUN,325211,2016,VR-290,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),5.4,0,,,,,,100,mmBtu/hr,,531.9148936,gallons,71.80851064,MMBtu,0.008197319
15390,1006691,FORMOSA POINT COMFORT PLANT,48057,CALHOUN COUNTY,325211,2011,VR-290,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),6.2,0,,,,,,100,mmBtu/hr,,610.7171001,gallons,82.44680851,MMBtu,0.009411736
15391,1006691,FORMOSA POINT COMFORT PLANT,48057,CALHOUN,325211,2011,VR-290,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),6.2,0,,,,,,100,mmBtu/hr,,610.7171001,gallons,82.44680851,MMBtu,0.009411736
15394,1006691,FORMOSA POINT COMFORT PLANT,48057,CALHOUN COUNTY,325211,2012,VR-290,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),5,0,,,,,,100,mmBtu/hr,,492.5137904,gallons,66.4893617,MMBtu,0.00759011
15395,1006691,FORMOSA POINT COMFORT PLANT,48057,CALHOUN,325211,2012,VR-290,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),5,0,,,,,,100,mmBtu/hr,,492.5137904,gallons,66.4893617,MMBtu,0.00759011
15398,1006691,FORMOSA POINT COMFORT PLANT,48057,CALHOUN COUNTY,325211,2017,VR-290,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),2.5,0,,,,,,100,mmBtu/hr,,246.2568952,gallons,33.24468085,MMBtu,0.003795055
15399,1006691,FORMOSA POINT COMFORT PLANT,48057,CALHOUN,325211,2017,VR-290,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),2.5,0,,,,,,100,mmBtu/hr,,246.2568952,gallons,33.24468085,MMBtu,0.003795055
15404,1006691,FORMOSA POINT COMFORT PLANT,48057,CALHOUN COUNTY,325211,2013,VR-290,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),4.5,0,,,,,,100,mmBtu/hr,,443.2624113,gallons,59.84042553,MMBtu,0.006831099
15405,1006691,FORMOSA POINT COMFORT PLANT,48057,CALHOUN,325211,2013,VR-290,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),4.5,0,,,,,,100,mmBtu/hr,,443.2624113,gallons,59.84042553,MMBtu,0.006831099
15406,1006691,FORMOSA POINT COMFORT PLANT,48057,CALHOUN COUNTY,325211,2015,VR-290,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),3.5,0,,,,,,100,mmBtu/hr,,344.7596533,gallons,46.54255319,MMBtu,0.005313077
15407,1006691,FORMOSA POINT COMFORT PLANT,48057,CALHOUN,325211,2015,VR-290,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),3.5,0,,,,,,100,mmBtu/hr,,344.7596533,gallons,46.54255319,MMBtu,0.005313077
16679,1000132,Astoria Gas Turbine Power,36081,Queens,221112,2014,GP-Starters for CT 5 7 8 10 11 12 13,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),1.9,0,,,32,mmBtu/hr,,,,,187.1552403,gallons,25.26595745,MMBtu,0.002884242
16680,1000132,Astoria Gas Turbine Power,36081,Queens,221112,2015,GP-Starters for CT 5 7 8 10 11 12 13,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.4,0,,,32,mmBtu/hr,,,,,39.40110323,gallons,5.319148936,MMBtu,0.000607209
17626,1006663,DOVER MUNICIPAL LIGHT PLANT (0679010146),39157,TUSCARAWAS COUNTY,221112,2012,GP-01,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0,0,,,0.21,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
18477,1007297,Elmwood Park Power - LLC,34003,Bergen,221112,2010,GP- Unit Heaters,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0,0,,,0.3,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
18478,1007297,Elmwood Park Power - LLC,34003,Bergen,221112,2013,GP- Unit Heaters,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0,0,,,0.3,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
18479,1007297,Elmwood Park Power - LLC,34003,Bergen,221112,2012,GP- Unit Heaters,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0,0,,,0.3,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
19832,1004029,KEYSTONE PLANT # 1,54047,MCDOWELL COUNTY,212111,2012,GP-Space Heaters,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0,0,,,0.6,mmBtu/hr,,,,,0,gallons,0,MMBtu,0
69258,1005849,U S SALT - WATKINS GLEN REFINERY,36097,SCHUYLER,311942,2018,GP-01,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),0.4,0,42,gallons/year,240,mmBtu/hr,240,,,,42,gallons,5.67,MMBtu,0.00064726
71725,1004687,NESTLE PURINA PET CARE CO,29207,STODDARD,212325,2018,GP-Total Fuel Usage_Natural Gas-Kerosene,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),8,0,790.8,gallons/year,150,mmBtu/hr,240,,,,790.8,gallons,106.758,MMBtu,0.012186986
71727,1004687,NESTLE PURINA PET CARE CO,29207,STODDARD,212325,2015,GP-Total Fuel Usage_Natural Gas-Kerosene,OCS (Other combustion source),Kerosene,,,Tier 1 (Equation C-1),2.2,0,220.9,gallons/year,150,mmBtu/hr,,,,,220.9,gallons,29.8215,MMBtu,0.003404281
